H  NLA       N01-07L-2K 21996  80
N  564056    10 5068967 1360008 00000000000  2 0            
N  564056    11 5069457 1360138 00000000000  2 0            
N  564056    12 5069657 1360088 00000000000  2 0            
N  564056    13 5069937 1359958 00000000000  2 0            
N  564056    14 5069967 1359948 00000000000  2 0            
N  564056    15 5070767 1359568 00000000000  2 0            
N  564056    16 5071337 1359948 00000000000  1 0            
N  564063     1 5053308 1362227 00000000000  1 0            
N  564063     2 5053378 1362217 00000000000  2 1            
N  564063     3 5053498 1362178 00000000000  2 0            
N  564063     4 5053658 1362128 00000000000  2 0            
N  564063     5 5053738 1362108 00000000000  2 1            
N  564063     6 5054028 1361968 00000000000  1 0            
N  564063     7 5055318 1364957 00000000000  1 0            
N  564063     8 5055328 1364947 00000000000  2 0            
N  564063     9 5055368 1364727 00000000000  2 0            
N  564063    10 5055608 1362977 00000000000  2 0            
N  564063    11 5055628 1363387 00000000000  2 0            
N  564063    12 5055638 1364467 00000000000  2 0            
N  564063    13 5055668 1363697 00000000000  2 0            
N  564063    14 5055688 1363867 00000000000  2 0            
N  564063    15 5055698 1363157 00000000000  2 0            
N  564063    16 5055768 1364097 00000000000  2 0            
N  564063    17 5055808 1362348 00000000000  2 0            
N  564063    18 5055898 1362358 00000000000  2 0            
N  564063    19 5056228 1362158 00000000000  2 0            
N  564063    20 5056268 1362108 00000000000  2 1            
N  564063    21 5056318 1362048 00000000000  1 0            
N  564063    22 5057698 1362058 00000000000  1 0            
N  564063    23 5057738 1362108 00000000000  1 1            
N  564063    24 5056000 1362191 00000000000  1 0            
N  564063    25 5055992 1362108 00000000000  1 1564053   123
N  564064     1 5057738 1362108 00000000000  1 0            
N  564064     2 5057878 1362168 00000000000  2 1            
N  564064     3 5058468 1364887 00000000000  2 0            
N  564064     4 5058478 1362838 00000000000  2 0            
N  564064     5 5058488 1364927 00000000000  1 0            
N  564064     6 5058668 1363138 00000000000  2 0            
N  564064     7 5058698 1362078 00000000000  1 0            
N  564064     8 5058698 1362108 00000000000  2 1            
N  564064     9 5058738 1362228 00000000000  2 0            
N  564064    10 5058768 1362508 00000000000  2 0            
N  564064    11 5058788 1363298 00000000000  2 0            
N  564064    12 5058798 1364117 00000000000  2 0            
N  564064    13 5058838 1362878 00000000000  2 0            
N  564064    14 5058908 1363527 00000000000  2 0            
N  564064    15 5059088 1363108 00000000000  2 0            
N  564064    16 5059128 1363687 01000000000  2 0            
N  564064    17 5059158 1363707 00000000000  2 0            
N  564064    18 5059238 1363737 00000000000  2 0            
N  564064    19 5059318 1363767 00000000000  2 0            
N  564064    20 5059358 1363288 00000000000  2 0            
N  564064    21 5059418 1363807 00000000000  2 0            
N  564064    22 5059468 1363328 00000000000  2 0            
N  564064    23 5059498 1363348 00000000000  2 0            
N  564064    24 5059518 1363358 00000000000  3 0            
N  564064    25 5059588 1363917 00000000000  2 0            
N  564064    26 5059608 1363398 00000000000  3 0            
N  564064    27 5059698 1363138 00000000000  2 0            
N  564064    28 5059748 1363018 00000000000  2 0            
N  564064    29 5059768 1363538 00000000000  2 0            
N  564064    30 5059778 1362908 00000000000  2 0            
N  564064    31 5059788 1362818 00000000000  2 0            
N  564064    32 5059818 1362588 00000000000  2 0            
N  564064    33 5059938 1363707 00000000000  2 0            
N  564064    34 5059948 1363717 00000000000  2 0            
N  564064    35 5059948 1364117 00000000000  2 0            
N  564064    36 5060088 1362568 00000000000  2 0            
N  564064    37 5060118 1362568 00000000000  2 0            
N  564064    38 5060118 1363817 00000000000  2 0            
N  564064    39 5060117 1364107 00000000000  2 0            
N  564064    40 5060218 1362538 00000000000  2 0            
N  564064    41 5060238 1362528 00000000000  2 0            
N  564064    42 5060237 1364077 00000000000  2 0            
N  564064    43 5060328 1362538 00000000000  2 0            
N  564064    44 5060398 1362568 00000000000  2 0            
N  564064    45 5060418 1361948 00000000000  1 0            
N  564064    46 5060428 1362568 00000000000  2 0            
N  564064    47 5060477 1364047 00000000000  2 0            
N  564064    48 5060638 1362108 00000000000  2 1            
N  564064    49 5060737 1364467 00000000000  2 0            
N  564064    50 5060737 1364607 00000000000  2 0            
N  564064    51 5060747 1362568 00000000000  2 0            
N  564064    52 5060758 1362178 00000000000  2 0            
N  564064    53 5060787 1364497 00000000000  2 0            
N  564064    54 5060857 1362238 00000000000  2 0            
N  564064    55 5060917 1364667 00000000000  2 0            
N  564064    56 5060947 1364777 00000000000  2 0            
N  564064    57 5060957 1364707 00000000000  2 0            
N  564064    58 5060987 1364737 00000000000  2 0            
N  564064    59 5061037 1364807 00000000000  2 0            
N  564064    60 5061087 1364807 00000000000  4 0            
N  564064    61 5061357 1364977 00000000000  2 0            
N  564064    62 5061437 1365047 00000000000  2 0            
N  564064    63 5061477 1362618 00000000000  4 0            
N  564064    64 5061487 1365107 00000000000  1 1564074    24
N  564064    65 5061517 1362628 00000000000  4 0            
N  564064    66 5061677 1362678 00000000000  4 0            
N  564064    67 5061677 1364947 00000000000  1 0            
N  564064    68 5061767 1362648 00000000000  4 0            
N  564064    69 5061847 1362788 00000000000  2 0            
N  564064    70 5061877 1363058 00000000000  2 0            
N  564064    71 5061897 1362948 00000000000  2 0            
N  564064    72 5061907 1363348 00000000000  2 0            
N  564064    73 5061917 1363228 00000000000  2 0            
N  564064    74 5061927 1363458 00000000000  2 0            
N  564064    75 5062027 1362528 00000000000  2 0            
N  564064    76 5062137 1362178 00000000000  2 0            
N  564064    77 5062187 1362108 00000000000  2 1            
N  564064    78 5062187 1363628 00000000000  1 0            
N  564064    79 5062197 1362048 00000000000  1 0            
N  564064    80 5058544 1364517 00000000000  2 0            
N  564065     1 5062187 1363628 00000000000  1 0            
N  564065     2 5062377 1363788 00000000000  2 1            
N  564065     3 5062447 1363848 00000000000  2 0            
N  564065     4 5063107 1364078 00000000000  2 0            
N  564065     5 5063177 1364238 00000000000  2 0            
N  564065     6 5063757 1364548 00000000000  2 0            
N  564065     7 5063827 1364778 00000000000  2 0            
N  564065     8 5063977 1364898 00000000000  1 0            
N  564065     9 5066357 1362108 00000000000  2 1            
N  564065    10 5066377 1362088 00000000000  1 0            
N  564065    11 5066447 1362248 00000000000  2 0            
N  564065    12 5066777 1362548 00000000000  1 0            
N  564066     1 5066777 1362548 00000000000  1 0            
N  564066     2 5066877 1362668 00000000000  2 1            
N  564066     3 5067207 1362908 00000000000  2 0            
N  564066     4 5067437 1364728 00000000000  2 0            
N  564066     5 5067437 1364898 00000000000  3 0            
N  564066     6 5067457 1364608 00000000000  2 0            
N  564066     7 5067527 1362988 00000000000  2 0            
N  564066     8 5067637 1364188 00000000000  1 0            
N  564066     9 5067637 1364198 00000000000  3 0            
N  564066    10 5067647 1364178 00000000000  2 0            
N  564066    11 5067877 1364858 00000000000  4 0            
N  564066    12 5067967 1363708 00000000000  2 0            
N  564066    13 5068067 1363218 00000000000  2 0            
N  564066    14 5068107 1364798 00000000000  4 0            
N  564066    15 5068167 1363388 00000000000  2 0            
N  564066    16 5068487 1364668 00000000000  4 0            
N  564066    17 5068727 1364508 00000000000  4 0            
N  564066    18 5068807 1364468 00000000000  4 0            
N  564066    19 5069137 1364058 00000000000  2 0            
N  564066    20 5069167 1364048 00000000000  2 0            
N  564066    21 5069387 1363908 00000000000  2 0            
N  564066    22 5069397 1364818 00000000000  2 0            
N  564066    23 5069547 1365058 00000000000  1 0            
N  564066    24 5069617 1363588 00000000000  2 0            
N  564066    25 5069727 1363228 00000000000  2 0            
N  564066    26 5070077 1363038 00000000000  2 0            
N  564066    27 5070387 1365048 00000000000  1 0            
N  564066    28 5070637 1364878 00000000000  2 0            
N  564066    29 5070657 1364888 00000000000  2 0            
N  564066    30 5070727 1362658 00000000000  2 0            
N  564066    31 5070857 1364878 00000000000  1 0            
N  564066    32 5071207 1362668 00000000000  1 0            
N  564067     1 5070857 1364878 00000000000  1 0            
N  564067     2 5071207 1362668 00000000000  1 0            
N  564067     3 5071377 1362698 00000000000  2 1            
N  564067     4 5071377 1364978 00000000000  2 1            
N  564067     5 5071477 1365018 00000000000  1 0            
N  564067     6 5071587 1362658 00000000000  2 0            
N  564067     7 5071607 1362618 00000000000  2 0            
N  564067     8 5071897 1362528 00000000000  2 0            
N  564067     9 5072117 1362348 00000000000  1 0            
N  564067    10 5072137 1362308 00000000000  2 0            
N  564067    11 5072157 1362168 00000000000  2 0            
N  564067    12 5072167 1362118 00000000000  2 0            
N  564067    13 5072177 1362108 00000000000  1 1564057     6
N  564067    14 5072406 1364458 00000000000  2 0            
N  564067    15 5072406 1364558 00000000000  2 0            
N  564067    16 5072456 1364318 00000000000  2 0            
N  564067    17 5072536 1364938 00000000000  1 0            
N  564067    18 5072556 1364188 00000000000  2 0            
N  564067    19 5072576 1364178 00000000000  2 0            
N  564067    20 5072636 1364128 00000000000  2 0            
N  564067    21 5072796 1364008 00000000000  2 0            
N  564067    22 5072816 1363998 00000000000  2 0            
N  564067    23 5072896 1363828 00000000000  2 0            
N  564067    24 5072926 1363698 00000000000  2 0            
N  564067    25 5073026 1363558 00000000000  2 0            
N  564067    26 5073036 1364908 00000000000  1 0            
N  564067    27 5073047 1362108 00000000000  2 1            
N  564067    28 5073047 1362128 00000000000  2 0            
N  564067    29 5073047 1362278 00000000000  2 0            
N  564067    30 5073057 1361938 00000000000  1 0            
N  564067    31 5073056 1363518 00000000000  2 0            
N  564067    32 5073086 1363288 00000000000  2 0            
N  564067    33 5073096 1363208 00000000000  2 0            
N  564067    34 5073127 1362498 00000000000  2 0            
N  564067    35 5073137 1362508 00000000000  2 0            
N  564067    36 5073136 1363138 00000000000  2 0            
N  564067    37 5073266 1364398 00000000000  2 0            
N  564067    38 5073436 1364238 00000000000  2 0            
N  564067    39 5073456 1364108 00000000000  2 0            
N  564067    40 5073486 1364008 00000000000  2 0            
N  564067    41 5073506 1363868 00000000000  2 0            
N  564067    42 5073536 1363688 00000000000  2 0            
N  564067    43 5073576 1363548 00000000000  2 0            
N  564067    44 5073606 1363438 00000000000  2 0            
N  564067    45 5073646 1363348 00000000000  2 0            
N  564067    46 5073786 1363188 00000000000  2 0            
N  564067    47 5074056 1362668 00000000000  2 0            
N  564067    48 5074076 1362338 00000000000  2 0            
N  564067    49 5074196 1362208 00000000000  2 0            
N  564067    50 5074216 1362168 00000000000  2 0            
N  564067    51 5074256 1362108 00000000000  2 1            
N  564067    52 5074276 1362078 00000000000  1 0            
N  564067    53 5073765 1362141 00000000000  1 0            
N  564072     1 5048878 1367347 00000000000  1 1564071    46
N  564072     2 5048928 1367257 00000000000  2 0            
N  564072     3 5049018 1367077 00000000000  2 0            
N  564072     4 5049178 1367017 00000000000  2 0            
N  564072     5 5049478 1366967 00000000000  2 0            
N  564072     6 5049588 1366997 00000000000  2 0            
N  564072     7 5049788 1366997 00000000000  2 0            
N  564072     8 5049828 1367057 00000000000  2 0            
N  564072     9 5049838 1366947 00000000000  2 0            
N  564072    10 5050098 1366927 00000000000  2 0            
N  564072    11 5050168 1366897 00000000000  2 0            
N  564072    12 5050418 1366907 00000000000  2 0            
N  564072    13 5050468 1366887 00000000000  2 0            
N  564072    14 5050748 1366857 00000000000  2 0            
N  564072    15 5051028 1366717 00000000000  2 0            
N  564072    16 5051098 1366697 00000000000  2 0            
N  564072    17 5051298 1366737 00000000000  2 0            
N  564072    18 5051938 1366797 00000000000  2 0            
N  564072    19 5052098 1366787 00000000000  2 0            
N  564072    20 5052388 1366647 00000000000  2 0            
N  564072    21 5052398 1366247 00000000000  2 0            
N  564072    22 5052448 1366087 00000000000  2 0            
N  564072    23 5052448 1366377 00000000000  2 0            
N  564072    24 5053008 1365827 00000000000  1 0            
N  564073     1 5053008 1365827 00000000000  1 0            
N  564073     2 5053378 1365787 00000000000  2 1            
N  564073     3 5053408 1365777 00000000000  2 0            
N  564073     4 5053758 1365627 00000000000  2 0            
N  564073     5 5053878 1365567 00000000000  2 0            
N  564073     6 5054068 1365577 00000000000  2 0            
N  564073     7 5054538 1365497 00000000000  2 0            
N  564073     8 5055208 1368107 00000000000  1 1574003     6
N  564073     9 5055228 1365197 00000000000  2 0            
N  564073    10 5055268 1365107 00000000000  2 1            
N  564073    11 5055268 1365127 00000000000  2 0            
N  564073    12 5055318 1364957 00000000000  1 0            
N  564073    13 5055458 1368027 00000000000  2 0            
N  564073    14 5055638 1367937 00000000000  2 0            
N  564073    15 5055958 1367767 00000000000  2 0            
N  564073    16 5056158 1367657 00000000000  3 0            
N  564073    17 5056228 1367637 00000000000  2 0            
N  564073    18 5056448 1367517 00000000000  2 0            
N  564073    19 5056368 1368107 00000000000  1 1574003     7
N  564073    20 5057878 1367161 00000000000  1 1564074    42
N  564074     1 5058488 1364927 00000000000  1 0            
N  564074     2 5058628 1365107 00000000000  2 1            
N  564074     3 5058658 1365177 00000000000  2 0            
N  564074     4 5058868 1365817 00000000000  2 0            
N  564074     5 5058898 1365797 00000000000  2 0            
N  564074     6 5058958 1365507 00000000000  2 0            
N  564074     7 5058958 1365547 00000000000  2 0            
N  564074     8 5059137 1366047 00000000000  2 0            
N  564074     9 5059287 1365997 00000000000  2 0            
N  564074    10 5059367 1365977 00000000000  2 0            
N  564074    11 5059947 1366097 00000000000  2 0            
N  564074    12 5060117 1366247 00000000000  2 0            
N  564074    13 5060167 1366907 00000000000  2 0            
N  564074    14 5060187 1366947 00000000000  2 0            
N  564074    15 5060197 1367087 00000000000  2 0            
N  564074    16 5060357 1367907 00000000000  2 0            
N  564074    17 5060367 1367757 00000000000  2 0            
N  564074    18 5060377 1367947 00000000000  2 0            
N  564074    19 5060397 1367977 00000000000  2 0            
N  564074    20 5060407 1367577 00000000000  2 0            
N  564074    21 5060437 1368027 00000000000  1 0            
N  564074    22 5061187 1368107 00000000000  1 1574004    18
N  564074    23 5061427 1368077 00000000000  1 0            
N  564074    24 5061487 1365107 00000000000  1 1564064    64
N  564074    25 5061677 1364947 00000000000  1 0            
N  564074    26 5061757 1365107 00000000000  2 1            
N  564074    27 5061787 1365517 00000000000  2 0            
N  564074    28 5061867 1365647 00000000000  2 0            
N  564074    29 5061887 1366417 00000000000  2 0            
N  564074    30 5061887 1366437 00000000000  2 0            
N  564074    31 5061977 1365397 00000000000  2 0            
N  564074    32 5061977 1367477 00000000000  2 0            
N  564074    33 5061987 1367467 00000000000  2 0            
N  564074    34 5062007 1368067 00000000000  1 0            
N  564074    35 5062027 1367167 00000000000  3 0            
N  564074    36 5062097 1367317 00000000000  2 0            
N  564074    37 5062137 1366887 00000000000  2 0            
N  564074    38 5062197 1366267 00000000000  2 0            
N  564074    39 5062217 1366757 00000000000  2 0            
N  564074    40 5062277 1366677 00000000000  2 0            
N  564074    41 5059526 1365955 00000000000  1 0            
N  564074    42 5057878 1367161 00000000000  1 1564073    20
N  564074    43 5062021 1367882 00000000000  2 0            
N  564074    44 5062377 1367927 00000000000  1 1564075    34
N  564074    45 5061912 1367891 00000000000  1 0            
N  564075     1 5062707 1367887 00000000000  2 0            
N  564075     2 5063097 1367677 00000000000  2 0            
N  564075     3 5063767 1367267 00000000000  2 0            
N  564075     4 5063777 1367177 00000000000  2 0            
N  564075     5 5063977 1364898 00000000000  1 0            
N  564075     6 5064127 1367107 00000000000  2 0            
N  564075     7 5064187 1368107 00000000000  1 1574005    41
N  564075     8 5064257 1367097 00000000000  2 0            
N  564075     9 5064467 1365787 00000000000  2 0            
N  564075    10 5064497 1365817 00000000000  2 0            
N  564075    11 5064637 1366147 00000000000  2 0            
N  564075    12 5064647 1366307 00000000000  2 0            
N  564075    13 5064707 1366807 00000000000  2 0            
N  564075    14 5064767 1365108 00000000000  2 1            
N  564075    15 5064777 1366647 00000000000  2 0            
N  564075    16 5064797 1366767 00000000000  2 0            
N  564075    17 5064807 1366757 00000000000  2 0            
N  564075    18 5064817 1367937 00000000000  2 0            
N  564075    19 5064837 1366447 00000000000  2 0            
N  564075    20 5064867 1365297 00000000000  2 0            
N  564075    21 5064867 1367957 00000000000  2 0            
N  564075    22 5064927 1365687 00000000000  2 0            
N  564075    23 5065117 1365737 00000000000  4 0            
N  564075    24 5065187 1368027 00000000000  2 0            
N  564075    25 5065287 1368007 00000000000  2 0            
N  564075    26 5065617 1365647 00000000000  4 0            
N  564075    27 5065647 1368037 00000000000  1 0            
N  564075    28 5065747 1368107 00000000000  1 1574005    51
N  564075    29 5066007 1368037 00000000000  2 0            
N  564075    30 5066207 1365528 00000000000  4 0            
N  564075    31 5066247 1368017 00000000000  2 0            
N  564075    32 5066727 1367817 00000000000  1 0            
N  564075    33 5066877 1365358 00000000000  2 1564076     2
N  564075    34 5062377 1367927 00000000000  1 1564074    44
N  564076     1 5066727 1367817 00000000000  1 0            
N  564076     2 5066877 1365358 00000000000  2 1564075    33
N  564076     3 5066877 1367857 00000000000  2 1            
N  564076     4 5066907 1365358 00000000000  4 0            
N  564076     5 5067407 1365158 00000000000  2 0            
N  564076     6 5067437 1364898 00000000000  1 0            
N  564076     7 5067437 1365188 00000000000  2 0            
N  564076     8 5067437 1367947 00000000000  2 0            
N  564076     9 5067447 1367927 00000000000  2 0            
N  564076    10 5067467 1365198 00000000000  4 0            
N  564076    11 5067477 1365108 00000000000  2 1            
N  564076    12 5067477 1367837 00000000000  2 0            
N  564076    13 5067567 1367637 00000000000  2 0            
N  564076    14 5067797 1367377 00000000000  2 0            
N  564076    15 5067827 1367367 00000000000  2 0            
N  564076    16 5067917 1365568 00000000000  2 0            
N  564076    17 5068017 1367127 00000000000  3 0            
N  564076    18 5068017 1367217 00000000000  2 0            
N  564076    19 5068037 1367067 00000000000  2 0            
N  564076    20 5068057 1365918 00000000000  2 0            
N  564076    21 5068077 1366137 00000000000  2 0            
N  564076    22 5068187 1367087 00000000000  3 0            
N  564076    23 5068227 1366657 00000000000  2 0            
N  564076    24 5068287 1366807 00000000000  2 0            
N  564076    25 5068367 1367117 00000000000  2 0            
N  564076    26 5068397 1367607 00000000000  2 0            
N  564076    27 5068487 1367957 00000000000  1 0            
N  564076    28 5068687 1367037 00000000000  2 0            
N  564076    29 5068897 1366937 00000000000  2 0            
N  564076    30 5069097 1366517 00000000000  2 0            
N  564076    31 5069247 1366417 00000000000  2 0            
N  564076    32 5069397 1365638 00000000000  2 0            
N  564076    33 5069417 1365908 00000000000  2 0            
N  564076    34 5069427 1365598 00000000000  2 0            
N  564076    35 5069427 1365928 00000000000  3 0            
N  564076    36 5069497 1366327 00000000000  3 0            
N  564076    37 5069517 1366298 00000000000  2 0            
N  564076    38 5069547 1365058 00000000000  1 0            
N  564076    39 5069547 1365108 00000000000  2 1            
N  564076    40 5069607 1365818 00000000000  2 0            
N  564076    41 5069627 1366397 00000000000  2 0            
N  564076    42 5069697 1367737 00000000000  1 0            
N  564076    43 5069787 1366687 00000000000  2 0            
N  564076    44 5069797 1367397 00000000000  2 0            
N  564076    45 5069937 1367007 00000000000  2 0            
N  564076    46 5069947 1366987 00000000000  2 0            
N  564076    47 5070007 1365618 00000000000  2 0            
N  564076    48 5070067 1365578 00000000000  2 0            
N  564076    49 5070317 1365408 00000000000  2 0            
N  564076    50 5070387 1365048 00000000000  1 0            
N  564076    51 5070397 1365108 00000000000  2 1            
N  564076    52 5071126 1368017 00000000000  1 0            
N  564076    53 5071226 1367567 00000000000  2 0            
N  564076    54 5071306 1367447 00000000000  2 0            
N  564076    55 5071316 1367407 00000000000  2 0            
N  564076    56 5071376 1367237 00000000000  1 1564077     1
N  564077     1 5071376 1367237 00000000000  1 1564076    56
N  564077     2 5071406 1367147 00000000000  2 0            
N  564077     3 5071446 1367037 00000000000  2 0            
N  564077     4 5071477 1365018 00000000000  1 0            
N  564077     5 5071506 1366887 00000000000  2 0            
N  564077     6 5071886 1365108 00000000000  2 1            
N  564077     7 5071916 1365108 00000000000  2 1            
N  564077     8 5072036 1365128 00000000000  2 0            
N  564077     9 5072046 1365128 00000000000  2 0            
N  564077    10 5072056 1366258 00000000000  2 0            
N  564077    11 5072066 1366248 00000000000  2 0            
N  564077    12 5072186 1365728 00000000000  2 0            
N  564077    13 5072186 1365878 00000000000  2 0            
N  564077    14 5072206 1365258 00000000000  2 0            
N  564077    15 5072216 1365238 00000000000  2 0            
N  564077    16 5072236 1365218 00000000000  2 0            
N  564077    17 5072316 1365388 00000000000  2 0            
N  564077    18 5072376 1365258 00000000000  2 0            
N  564077    19 5072376 1365288 00000000000  2 0            
N  564077    20 5072416 1367587 00000000000  2 0            
N  564077    21 5072436 1368057 00000000000  1 0            
N  564077    22 5072446 1367767 00000000000  2 0            
N  564077    23 5072456 1365108 00000000000  2 1            
N  564077    24 5072486 1367248 00000000000  2 0            
N  564077    25 5072536 1364938 00000000000  1 0            
N  564077    26 5072536 1367018 00000000000  2 0            
N  564077    27 5072586 1367018 00000000000  2 0            
N  564077    28 5072646 1366848 00000000000  2 0            
N  564077    29 5072756 1366428 00000000000  2 0            
N  564077    30 5072796 1366368 00000000000  2 0            
N  564077    31 5072806 1365758 00000000000  2 0            
N  564077    32 5072856 1365598 00000000000  2 0            
N  564077    33 5072926 1365328 00000000000  2 0            
N  564077    34 5073036 1364908 00000000000  1 0            
N  564077    35 5073086 1365108 00000000000  2 1            
N  564077    36 5072408 1365625 00000000000  1 0            
N  574002     1 5048878 1368507 00000000000  1 1574001    63
N  574002     2 5049098 1368547 00000000000  2 0            
N  574002     3 5049138 1368577 00000000000  2 0            
N  574002     4 5049258 1368627 00000000000  2 0            
N  574002     5 5049418 1368657 00000000000  2 0            
N  574002     6 5049498 1368677 00000000000  2 0            
N  574002     7 5049688 1368797 00000000000  2 0            
N  574002     8 5049798 1368647 00000000000  2 0            
N  574002     9 5050158 1368587 00000000000  2 0            
N  574002    10 5050198 1368637 00000000000  2 0            
N  574002    11 5050658 1370497 00000000000  2 0            
N  574002    12 5050698 1370047 00000000000  2 0            
N  574002    13 5050718 1369557 00000000000  2 0            
N  574002    14 5050748 1369497 00000000000  2 0            
N  574002    15 5050768 1370297 00000000000  2 0            
N  574002    16 5050778 1370897 00000000000  1 0            
N  574002    17 5050818 1370097 00000000000  2 0            
N  574002    18 5050848 1370667 00000000000  2 0            
N  574002    19 5050868 1368627 00000000000  2 0            
N  574002    20 5050898 1369197 00000000000  2 0            
N  574002    21 5050988 1368667 00000000000  2 0            
N  574002    22 5051058 1368667 00000000000  2 0            
N  574002    23 5051188 1368677 00000000000  3 0            
N  574002    24 5051308 1368607 00000000000  2 0            
N  574002    25 5051818 1368317 00000000000  2 0            
N  574002    26 5051948 1368187 00000000000  2 0            
N  574002    27 5052128 1368177 00000000000  2 0            
N  574002    28 5052748 1368177 00000000000  2 0            
N  574002    29 5053168 1368287 00000000000  1 0            
N  574003     1 5053168 1368287 00000000000  1 0            
N  574003     2 5053378 1368417 00000000000  2 1            
N  574003     3 5054018 1368517 00000000000  2 0            
N  574003     4 5054428 1368557 00000000000  2 0            
N  574003     5 5055008 1368227 00000000000  2 0            
N  574003     6 5055208 1368107 00000000000  1 1564073     8
N  574003     7 5056368 1368107 00000000000  1 1564073    19
N  574003     8 5056498 1368447 00000000000  2 0            
N  574003     9 5056568 1368517 00000000000  2 0            
N  574003    10 5056878 1368767 00000000000  2 0            
N  574003    11 5057078 1369117 00000000000  2 0            
N  574003    12 5057258 1369467 00000000000  2 0            
N  574003    13 5057498 1369477 00000000000  2 0            
N  574003    14 5057597 1369697 00000000000  2 0            
N  574003    15 5057637 1369687 00000000000  1 0            
N  574004     1 5057637 1369687 00000000000  1 0            
N  574004     2 5057877 1369787 00000000000  2 1            
N  574004     3 5058027 1369687 00000000000  2 0            
N  574004     4 5058267 1369757 00000000000  2 0            
N  574004     5 5058287 1369787 00000000000  2 0            
N  574004     6 5058867 1369657 00000000000  2 0            
N  574004     7 5059027 1369777 00000000000  2 0            
N  574004     8 5059187 1370177 00000000000  2 0            
N  574004     9 5059227 1370187 00000000000  2 0            
N  574004    10 5059417 1370477 00000000000  2 0            
N  574004    11 5059507 1370507 00000000000  2 0            
N  574004    12 5060307 1370677 00000000000  2 0            
N  574004    13 5060337 1370727 00000000000  2 0            
N  574004    14 5060417 1370717 00000000000  3 0            
N  574004    15 5060437 1368027 00000000000  1 0            
N  574004    16 5060517 1368107 00000000000  2 1            
N  574004    17 5061137 1368137 00000000000  2 0            
N  574004    18 5061187 1368107 00000000000  1 1564074    22
N  574004    19 5061427 1368077 00000000000  1 0            
N  574004    20 5061587 1368107 00000000000  2 1            
N  574004    21 5061687 1368107 00000000000  2 1            
