H  NLA       N01-07L-2K 21996  80
N  483020    22 4681598 1159372 00000000000  2 0            
N  483020    23 4681598 1160352 00000000000  2 0            
N  483020    24 4681608 1159492 00000000000  2 0            
N  483020    25 4681618 1159532 00000000000  2 0            
N  483020    26 4681658 1160502 00000000000  2 0            
N  483020    27 4681698 1159352 00000000000  2 0            
N  483020    28 4681858 1160752 00000000000  2 0            
N  483020    29 4681898 1159472 00000000000  2 0            
N  483020    30 4681958 1161082 00000000000  1 0            
N  483020    31 4682008 1159612 00000000000  2 0            
N  483020    32 4682378 1159562 00000000000  2 0            
N  483020    33 4682588 1160132 00000000000  2 0            
N  483020    34 4682638 1159702 00000000000  2 0            
N  483020    35 4682748 1159952 00000000000  2 0            
N  483020    36 4682758 1160152 00000000000  2 0            
N  483020    37 4682788 1159742 00000000000  2 0            
N  483020    38 4682788 1159912 00000000000  2 0            
N  483020    39 4682838 1160542 00000000000  2 0            
N  483020    40 4682858 1160382 00000000000  2 0            
N  483020    41 4682928 1160802 00000000000  2 0            
N  483020    42 4683028 1160822 00000000000  2 0            
N  483020    43 4683278 1160762 00000000000  2 0            
N  483020    44 4683328 1161062 00000000000  1 0            
N  483020    45 4683688 1158763 00000000000  1 0            
N  483020    46 4683788 1158613 00000000000  2 0            
N  483020    47 4683808 1158563 00000000000  2 0            
N  483020    48 4683978 1158123 00000000000  1 1483010     4
N  483020    49 4680937 1159112 00000000000  3 0            
N  483020    50 4680953 1158981 00000000000  1 0            
N  483021     1 4685988 1160342 00000000000  2 0            
N  483021     2 4686048 1160462 00000000000  2 0            
N  483021     3 4686138 1160132 00000000000  2 0            
N  483021     4 4686138 1160442 00000000000  2 0            
N  483021     5 4686148 1159812 00000000000  2 0            
N  483021     6 4686198 1159543 00000000000  2 0            
N  483021     7 4686198 1159582 00000000000  2 0            
N  483021     8 4686218 1159752 00000000000  2 0            
N  483021     9 4686268 1160902 00000000000  2 0            
N  483021    10 4686278 1160982 00000000000  2 0            
N  483021    11 4686318 1161012 00000000000  2 0            
N  483021    12 4686338 1159163 00000000000  2 0            
N  483021    13 4686358 1159273 00000000000  2 0            
N  483021    14 4686368 1161082 00000000000  2 0            
N  483021    15 4686398 1161122 00000000000  1 1483031    22
N  483021    16 4686408 1158863 00000000000  2 0            
N  483021    17 4686408 1159163 00000000000  2 0            
N  483021    18 4686498 1158293 00000000000  2 0            
N  483021    19 4686508 1157893 00000000000  1 0            
N  483021    20 4686658 1158123 00000000000  2 1            
N  483021    21 4686658 1158213 00000000000  2 0            
N  483021    22 4686181 1160525 00000000000  2 0            
N  483021    23 4686519 1158742 00000000000  2 0            
N  483023     1 4693627 1158513 00000000000  2 0            
N  483023     2 4693647 1158093 00000000000  1 0            
N  483023     3 4693677 1158123 00000000000  2 1            
N  483023     4 4693697 1158643 00000000000  2 0            
N  483023     5 4693707 1158153 00000000000  2 0            
N  483023     6 4693717 1158993 00000000000  2 0            
N  483023     7 4693727 1158513 00000000000  2 0            
N  483023     8 4693787 1158303 00000000000  2 0            
N  483023     9 4693837 1159153 00000000000  2 0            
N  483023    10 4693897 1159163 00000000000  2 0            
N  483023    11 4694237 1159413 00000000000  2 0            
N  483023    12 4694417 1159533 00000000000  2 0            
N  483023    13 4694577 1159793 00000000000  2 0            
N  483023    14 4694637 1159713 00000000000  2 0            
N  483023    15 4694657 1159603 00000000000  2 0            
N  483023    16 4694687 1159603 00000000000  3 0            
N  483023    17 4694687 1160123 00000000000  2 0            
N  483023    18 4694727 1159603 00000000000  2 0            
N  483023    19 4694867 1160263 00000000000  2 0            
N  483023    20 4695037 1160323 00000000000  2 0            
N  483023    21 4695047 1159553 00000000000  2 0            
N  483023    22 4695127 1159543 00000000000  3 0            
N  483023    23 4695137 1159543 00000000000  2 0            
N  483023    24 4695147 1159483 00000000000  2 0            
N  483023    25 4695167 1160373 00000000000  2 0            
N  483023    26 4695227 1159533 00000000000  2 0            
N  483023    27 4695257 1159323 00000000000  2 0            
N  483023    28 4695287 1159183 00000000000  2 0            
N  483023    29 4695327 1160303 00000000000  2 0            
N  483023    30 4695337 1159563 00000000000  2 0            
N  483023    31 4695347 1160893 00000000000  2 0            
N  483023    32 4695377 1159093 00000000000  2 0            
N  483023    33 4695457 1160223 00000000000  2 0            
N  483023    34 4695467 1159053 00000000000  2 0            
N  483023    35 4695527 1161062 00000000000  1 0            
N  483023    36 4695627 1160183 00000000000  2 0            
N  483023    37 4695657 1160193 00000000000  2 0            
N  483023    38 4695687 1159003 00000000000  2 0            
N  483023    39 4695707 1160673 00000000000  2 0            
N  483023    40 4695747 1159823 00000000000  2 0            
N  483023    41 4695757 1160013 00000000000  2 0            
N  483023    42 4695767 1159943 00000000000  2 0            
N  483023    43 4695777 1160133 00000000000  3 0            
N  483023    44 4695857 1160153 00000000000  2 0            
N  483023    45 4695987 1160533 00000000000  2 0            
N  483023    46 4696037 1160523 00000000000  2 0            
N  483023    47 4696067 1158513 00000000000  2 0            
N  483023    48 4696127 1158493 00000000000  2 0            
N  483023    49 4696127 1160403 00000000000  3 0            
N  483023    50 4696127 1160433 00000000000  2 0            
N  483023    51 4696187 1158463 00000000000  2 0            
N  483023    52 4696207 1160393 00000000000  2 0            
N  483023    53 4696417 1160333 00000000000  2 0            
N  483023    54 4696457 1158293 00000000000  2 0            
N  483023    55 4696477 1158273 00000000000  3 0            
N  483023    56 4696497 1158263 00000000000  2 0            
N  483023    57 4696587 1158293 00000000000  2 0            
N  483023    58 4696657 1160363 00000000000  2 0            
N  483023    59 4696677 1158323 00000000000  2 0            
N  483023    60 4696747 1160573 00000000000  2 0            
N  483023    61 4696767 1158123 00000000000  2 1            
N  483023    62 4696777 1158323 00000000000  2 0            
N  483023    63 4696907 1160793 00000000000  2 0            
N  483023    64 4696947 1160823 00000000000  2 0            
N  483023    65 4696967 1157963 00000000000  1 0            
N  483023    66 4697147 1158293 00000000000  2 0            
N  483023    67 4697367 1160663 00000000000  2 0            
N  483023    68 4697427 1160723 00000000000  2 0            
N  483023    69 4697467 1158253 00000000000  1 0            
N  483023    70 4697487 1160833 00000000000  2 0            
N  483023    71 4697527 1160843 00000000000  2 0            
N  483023    72 4697627 1160853 00000000000  2 0            
N  483023    73 4697727 1160873 00000000000  2 0            
N  483023    74 4697917 1160883 00000000000  1 1483024     3
N  483024     1 4697467 1158253 00000000000  1 0            
N  483024     2 4697917 1158293 00000000000  2 1            
N  483024     3 4697917 1160883 00000000000  1 1483023    74
N  483024     4 4697987 1160903 00000000000  2 0            
N  483024     5 4698067 1160973 00000000000  2 0            
N  483024     6 4698087 1161003 00000000000  2 0            
N  483024     7 4698097 1161053 00000000000  2 0            
N  483024     8 4698117 1161093 00000000000  1 0            
N  483024     9 4698637 1158243 00000000000  2 0            
N  483024    10 4698757 1158213 00000000000  2 0            
N  483024    11 4698897 1158193 00000000000  2 0            
N  483024    12 4698897 1158233 00000000000  2 0            
N  483024    13 4698977 1158203 00000000000  2 0            
N  483024    14 4699037 1158163 00000000000  2 0            
N  483024    15 4699187 1158123 00000000000  1 1483014     8
N  483024    16 4699807 1158103 00000000000  1 0            
N  483024    17 4700007 1158123 00000000000  2 1            
N  483024    18 4700357 1158203 00000000000  2 0            
N  483024    19 4700697 1158153 00000000000  2 0            
N  483024    20 4700957 1157973 00000000000  1 0            
N  483024    21 4700967 1158123 00000000000  2 1            
N  483024    22 4701327 1158773 00000000000  2 0            
N  483024    23 4701377 1158883 00000000000  2 0            
N  483024    24 4701377 1159033 00000000000  2 0            
N  483024    25 4701397 1159143 00000000000  2 0            
N  483024    26 4701407 1158863 00000000000  2 0            
N  483024    27 4701447 1158123 00000000000  1 1483014    32
N  483024    28 4701447 1159113 00000000000  2 0            
N  483024    29 4701467 1158123 00000000000  2 1            
N  483024    30 4701467 1158613 00000000000  2 0            
N  483024    31 4701477 1158723 00000000000  2 0            
N  483024    32 4701507 1158553 00000000000  2 0            
N  483024    33 4701507 1159163 00000000000  2 0            
N  483024    34 4701567 1158063 00000000000  2 0            
N  483024    35 4701657 1159323 00000000000  2 0            
N  483024    36 4701717 1158123 00000000000  2 1            
N  483024    37 4701837 1159593 00000000000  2 0            
N  483024    38 4701887 1159813 00000000000  2 0            
N  483024    39 4701907 1160013 00000000000  2 0            
N  483024    40 4702106 1160233 00000000000  1 0            
N  483025     1 4702106 1160233 00000000000  1 0            
N  483025     2 4702416 1160313 00000000000  2 1            
N  483025     3 4702466 1160323 00000000000  2 0            
N  483025     4 4702666 1160333 00000000000  2 0            
N  483025     5 4702696 1160353 00000000000  2 0            
N  483025     6 4703176 1160463 00000000000  2 0            
N  483025     7 4703196 1160493 00000000000  2 0            
N  483025     8 4703276 1160763 00000000000  2 0            
N  483025     9 4703326 1160973 00000000000  2 0            
N  483025    10 4703366 1161003 00000000000  2 0            
N  483025    11 4703396 1161073 00000000000  1 0            
N  483025    12 4703466 1161013 00000000000  2 0            
N  483025    13 4703466 1161063 00000000000  2 0            
N  483025    14 4703496 1161083 00000000000  2 0            
N  483025    15 4703576 1161073 00000000000  2 0            
N  483025    16 4703666 1160683 00000000000  2 0            
N  483025    17 4703696 1160953 00000000000  2 0            
N  483025    18 4703736 1160873 00000000000  2 0            
N  483025    19 4703796 1160743 00000000000  2 0            
N  483025    20 4703936 1160763 00000000000  2 0            
N  483025    21 4703976 1160793 00000000000  2 0            
N  483025    22 4704016 1160753 00000000000  2 0            
N  483025    23 4704096 1160753 00000000000  2 0            
N  483025    24 4704116 1160773 00000000000  2 0            
N  483025    25 4704476 1160783 00000000000  2 0            
N  483025    26 4704556 1160823 00000000000  2 0            
N  483025    27 4704646 1160693 00000000000  2 0            
N  483025    28 4704776 1160483 00000000000  2 0            
N  483025    29 4704776 1160683 00000000000  2 0            
N  483025    30 4704836 1160483 00000000000  2 0            
N  483025    31 4704966 1160583 00000000000  2 0            
N  483025    32 4705006 1160533 00000000000  2 0            
N  483025    33 4705106 1160453 00000000000  2 0            
N  483025    34 4705216 1160183 00000000000  2 0            
N  483025    35 4705416 1160343 00000000000  2 0            
N  483025    36 4705466 1160293 00000000000  2 0            
N  483025    37 4705496 1160143 00000000000  2 0            
N  483025    38 4705596 1160253 00000000000  2 0            
N  483025    39 4705636 1160243 00000000000  2 0            
N  483025    40 4705696 1160233 00000000000  2 0            
N  483025    41 4705736 1159873 00000000000  2 0            
N  483025    42 4706076 1159683 00000000000  2 0            
N  483025    43 4706116 1160183 00000000000  2 0            
N  483025    44 4706186 1160163 00000000000  2 0            
N  483025    45 4706236 1160143 00000000000  2 0            
N  483025    46 4706286 1159433 00000000000  2 0            
N  483025    47 4706286 1160083 00000000000  2 0            
N  483025    48 4706296 1159493 00000000000  2 0            
N  483025    49 4706346 1159433 00000000000  2 0            
N  483025    50 4706406 1159413 00000000000  2 0            
N  483025    51 4706476 1159413 00000000000  2 0            
N  483025    52 4706516 1159433 00000000000  2 0            
N  483025    53 4706546 1159433 00000000000  2 0            
N  483025    54 4706566 1159763 00000000000  3 0            
N  483025    55 4706616 1159463 00000000000  2 0            
N  483025    56 4706636 1159493 00000000000  2 0            
N  483025    57 4706656 1159733 00000000000  1 0            
N  483025    58 4706706 1159503 00000000000  2 0            
N  483025    59 4706746 1159423 00000000000  2 0            
N  483025    60 4706746 1159443 00000000000  2 0            
N  483025    61 4706746 1159513 00000000000  3 0            
N  483025    62 4706846 1160933 00000000000  1 0            
N  483025    63 4706876 1161123 00000000000  1 1            
N  483025    64 4706916 1159303 00000000000  1 1483026     3
N  483026     1 4706656 1159733 00000000000  1 0            
N  483026     2 4706846 1160933 00000000000  1 0            
N  483026     3 4706916 1159303 00000000000  1 1483025    64
N  483026     4 4706916 1159613 00000000000  2 1            
N  483026     5 4706916 1160453 00000000000  2 1            
N  483026     6 4706956 1160413 00000000000  2 0            
N  483026     7 4706976 1159583 00000000000  2 0            
N  483026     8 4707166 1159673 00000000000  2 0            
N  483026     9 4707186 1159193 00000000000  2 0            
N  483026    10 4707196 1160133 00000000000  2 0            
N  483026    11 4707246 1159683 00000000000  2 0            
N  483026    12 4707306 1159863 00000000000  2 0            
N  483026    13 4707326 1159693 00000000000  3 0            
N  483026    14 4707336 1159793 00000000000  2 0            
N  483026    15 4707366 1158123 00000000000  1 1483016     4
N  483026    16 4707376 1158163 00000000000  2 0            
N  483026    17 4707416 1158193 00000000000  2 0            
N  483026    18 4707446 1159183 00000000000  3 0            
N  483026    19 4707566 1158903 00000000000  2 0            
N  483026    20 4707566 1159163 00000000000  2 0            
N  483026    21 4707586 1158463 00000000000  2 0            
N  483026    22 4707616 1158773 00000000000  2 0            
N  483026    23 4707696 1159183 00000000000  2 0            
N  483026    24 4707696 1159763 00000000000  2 0            
N  483026    25 4707756 1160303 01000000000  1 0            
N  483026    26 4707776 1159833 00000000000  2 0            
N  483026    27 4707776 1159873 00000000000  2 0            
N  483026    28 4707786 1159773 00000000000  3 0            
N  483026    29 4707886 1160013 00000000000  2 0            
N  483026    30 4707896 1159193 00000000000  2 0            
N  483026    31 4707926 1159783 00000000000  2 0            
N  483026    32 4708016 1159103 00000000000  2 0            
N  483026    33 4708086 1159073 00000000000  2 0            
N  483026    34 4708156 1159093 00000000000  2 0            
N  483026    35 4708266 1159953 00000000000  2 0            
N  483026    36 4708316 1160353 00000000000  2 0            
N  483026    37 4708346 1159973 00000000000  2 0            
N  483026    38 4708436 1160473 00000000000  2 0            
N  483026    39 4708486 1158973 00000000000  2 0            
N  483026    40 4708496 1160473 00000000000  2 0            
N  483026    41 4708506 1160093 00000000000  2 0            
N  483026    42 4708526 1160093 00000000000  2 0            
N  483026    43 4708536 1158963 00000000000  3 0            
N  483026    44 4708576 1158903 00000000000  2 0            
N  483026    45 4708576 1160103 00000000000  2 0            
N  483026    46 4708596 1160103 00000000000  2 0            
N  483026    47 4708606 1158713 00000000000  2 0            
N  483026    48 4708646 1159033 00000000000  2 0            
N  483026    49 4708686 1159063 00000000000  2 0            
N  483026    50 4708746 1158403 00000000000  2 0            
N  483026    51 4708746 1160283 00000000000  2 0            
N  483026    52 4708796 1160483 00000000000  2 0            
N  483026    53 4708826 1158253 00000000000  2 0            
N  483026    54 4708836 1158053 00000000000  1 0            
N  483026    55 4708836 1158123 00000000000  2 1            
N  483026    56 4708876 1159013 00000000000  2 0            
N  483026    57 4708976 1159043 00000000000  2 0            
N  483026    58 4708976 1160623 00000000000  2 0            
N  483026    59 4709036 1159063 00000000000  2 0            
N  483026    60 4709036 1160293 00000000000  2 0            
N  483026    61 4709066 1159073 00000000000  2 0            
N  483026    62 4709146 1160953 00000000000  2 0            
N  483026    63 4709186 1160123 00000000000  2 0            
N  483026    64 4709196 1159073 00000000000  2 0            
N  483026    65 4709216 1161073 00000000000  1 0            
N  483026    66 4709436 1159043 00000000000  2 0            
N  483026    67 4709436 1160123 00000000000  2 0            
N  483026    68 4709506 1159043 00000000000  2 0            
N  483026    69 4709626 1159043 00000000000  2 0            
N  483026    70 4709706 1160103 00000000000  2 0            
N  483026    71 4709856 1160143 00000000000  2 0            
N  483026    72 4710016 1159143 00000000000  2 0            
N  483026    73 4710096 1159173 00000000000  3 0            
N  483026    74 4710146 1160133 00000000000  2 0            
N  483026    75 4710246 1160133 00000000000  2 0            
N  483026    76 4710286 1159293 00000000000  2 0            
N  483026    77 4710306 1160133 00000000000  2 0            
N  483026    78 4710336 1159163 00000000000  2 0            
N  483026    79 4710346 1160173 00000000000  2 0            
N  483026    80 4710436 1160273 00000000000  2 0            
N  483026    81 4710516 1159223 00000000000  2 0            
N  483026    82 4710526 1160343 00000000000  2 0            
N  483026    83 4710696 1159223 00000000000  2 0            
N  483026    84 4710756 1159513 00000000000  2 0            
N  483026    85 4710786 1159553 00000000000  2 0            
N  483026    86 4710926 1159323 00000000000  2 0            
N  483026    87 4710936 1159683 00000000000  2 0            
N  483026    88 4711006 1160513 00000000000  2 0            
N  483026    89 4711046 1159333 00000000000  2 0            
N  483026    90 4711076 1160533 00000000000  2 0            
N  483026    91 4711096 1159353 00000000000  2 0            
N  483026    92 4711106 1159863 00000000000  2 0            
N  483026    93 4711186 1160593 00000000000  1 0            
N  483026    94 4711226 1161123 00000000000  1 1483036    51
N  483026    95 4711266 1161093 00000000000  1 0            
N  483026    96 4711416 1159153 00000000000  1 1483027     3
N  483026    97 4711416 1160063 00000000000  1 1483027     4
N  483026    98 4708522 1158123 00000000000  1 1483016    42
N  483026    99 4707706 1159903 00000000000  1 0            
N  483026   100 4707643 1159749 00000000000  3 0            
N  483027     1 4711186 1160593 00000000000  1 0            
N  483027     2 4711266 1161093 00000000000  1 0            
N  483027     3 4711416 1159153 00000000000  1 1483026    96
N  483027     4 4711416 1160063 00000000000  1 1483026    97
N  483027     5 4711416 1160753 00000000000  4 1            
N  483027     6 4711416 1160943 00000000000  2 1            
N  483027     7 4711426 1160723 00000000000  2 0            
N  483027     8 4711436 1160773 00000000000  4 0            
N  483027     9 4711576 1160583 00000000000  2 0            
N  483027    10 4711606 1159113 00000000000  2 0            
N  483027    11 4711646 1160123 00000000000  2 0            
N  483027    12 4711706 1160163 00000000000  2 0            
N  483027    13 4711706 1160823 00000000000  2 0            
N  483027    14 4711736 1160183 00000000000  2 0            
N  483027    15 4711786 1160483 00000000000  2 0            
N  483027    16 4711796 1160233 00000000000  2 0            
N  483027    17 4711876 1160263 00000000000  2 0            
N  483027    18 4711916 1159103 00000000000  2 0            
N  483027    19 4711926 1160293 00000000000  2 0            
N  483027    20 4711956 1160313 00000000000  2 0            
N  483027    21 4712026 1160953 00000000000  1 0            
N  483027    22 4712036 1160413 00000000000  2 0            
N  483027    23 4712086 1160403 00000000000  4 0            
N  483027    24 4712196 1160463 00000000000  2 0            
N  483027    25 4712206 1160403 00000000000  2 0            
N  483027    26 4712216 1159313 00000000000  2 0            
N  483027    27 4712456 1160613 00000000000  2 0            
N  483027    28 4712506 1159553 00000000000  2 0            
