H  NLA       N01-07L-2K 21996  80
   11461    3546    7915       0       0       0       0
N  543612     1 4904765 1301411 00000000000  1 0            
N  543612     2 4904835 1300291 00000000000  1 0            
N  543612     3 4904895 1300331 00000000000  2 1            
N  543612     4 4904895 1301371 00000000000  2 1            
N  543612     5 4904905 1299101 00000000000  1 0            
N  543612     6 4904945 1300421 00000000000  2 0            
N  543612     7 4905005 1300541 00000000000  2 0            
N  543612     8 4905025 1299361 00000000000  2 0            
N  543612     9 4905035 1299391 00000000000  2 0            
N  543612    10 4905035 1300601 00000000000  2 0            
N  543612    11 4905065 1300641 00000000000  2 0            
N  543612    12 4905095 1299511 00000000000  2 0            
N  543612    13 4905095 1301311 00000000000  2 0            
N  543612    14 4905095 1302111 00000000000  1 1543622     5
N  543612    15 4905105 1300691 00000000000  2 0            
N  543612    16 4905125 1302071 00000000000  2 0            
N  543612    17 4905185 1299801 00000000000  2 0            
N  543612    18 4905185 1299831 00000000000  2 0            
N  543612    19 4905185 1300781 00000000000  2 0            
N  543612    20 4905195 1299851 00000000000  2 0            
N  543612    21 4905225 1300831 00000000000  2 0            
N  543612    22 4905245 1300041 00000000000  2 0            
N  543612    23 4905265 1300151 00000000000  2 0            
N  543612    24 4905295 1301911 00000000000  2 0            
N  543612    25 4905355 1300501 00000000000  2 0            
N  543612    26 4905355 1300521 00000000000  2 0            
N  543612    27 4905415 1300751 00000000000  2 0            
N  543612    28 4905435 1300821 00000000000  2 0            
N  543612    29 4905465 1301121 00000000000  2 0            
N  543612    30 4905485 1302111 00000000000  1 1543622     6
N  543612    31 4905505 1301121 00000000000  3 0            
N  543612    32 4905505 1301161 00000000000  3 0            
N  543612    33 4905505 1301721 00000000000  4 0            
N  543612    34 4905515 1301591 00000000000  2 0            
N  543612    35 4905525 1301271 00000000000  4 0            
N  543612    36 4905525 1301391 00000000000  2 0            
N  543612    37 4905525 1301421 00000000000  2 0            
N  543612    38 4905585 1301271 00000000000  2 0            
N  543612    39 4905595 1301591 00000000000  2 0            
N  543612    40 4905685 1301581 00000000000  4 0            
N  543612    41 4905695 1301471 00000000000  2 0            
N  543612    42 4905695 1301681 00000000000  2 0            
N  543612    43 4905705 1301391 00000000000  2 0            
N  543612    44 4905715 1301271 00000000000  2 0            
N  543612    45 4905735 1301111 00000000000  2 0            
N  543612    46 4905755 1301431 00000000000  2 0            
N  543612    47 4905765 1301401 00000000000  2 0            
N  543612    48 4905795 1301241 00000000000  2 0            
N  543612    49 4905825 1301111 00000000000  4 0            
N  543612    50 4905825 1301851 00000000000  2 0            
N  543612    51 4905835 1301901 00000000000  2 0            
N  543612    52 4905955 1300961 00000000000  2 0            
N  543612    53 4905955 1301101 00000000000  2 0            
N  543612    54 4905975 1300731 00000000000  2 0            
