H  NLA       N01-07L-2K 21996  80
N  543666     7 4923473 1316100 00000000000  2 0            
N  543666     8 4923593 1316050 00000000000  2 0            
N  543666     9 4923843 1316080 00000000000  2 0            
N  543666    10 4926142 1317110 00000000000  1 1543676    62
N  543666    11 4926162 1316440 00000000000  2 0            
N  543666    12 4926212 1313850 00000000000  1 0            
N  543666    13 4926402 1317010 00000000000  2 0            
N  543666    14 4926402 1317110 00000000000  1 1543676    68
N  543666    15 4926422 1314490 00000000000  2 0            
N  543666    16 4926422 1317070 00000000000  2 0            
N  543666    17 4926442 1317020 00000000000  3 0            
N  543666    18 4926462 1314600 00000000000  2 0            
N  543666    19 4926472 1314110 00000000000  2 1            
N  543666    20 4926492 1314640 00000000000  2 0            
N  543666    21 4926532 1314810 00000000000  2 0            
N  543666    22 4926562 1316760 00000000000  2 0            
N  543666    23 4926622 1316340 00000000000  2 0            
N  543666    24 4926732 1315170 00000000000  2 0            
N  543666    25 4926732 1316350 00000000000  2 0            
N  543666    26 4926752 1315190 00000000000  2 0            
N  543666    27 4926892 1316300 00000000000  2 0            
N  543666    28 4926902 1315370 00000000000  2 0            
N  543666    29 4926912 1316550 00000000000  2 0            
N  543666    30 4926932 1315420 00000000000  2 0            
N  543666    31 4926942 1316520 00000000000  2 0            
N  543666    32 4927012 1315520 00000000000  2 0            
N  543666    33 4927012 1316270 00000000000  2 0            
N  543666    34 4927082 1316250 00000000000  2 0            
N  543666    35 4927112 1315700 00000000000  2 0            
N  543666    36 4927142 1316280 00000000000  2 0            
N  543666    37 4927182 1315830 00000000000  1 0            
N  543666    38 4927212 1316210 00000000000  3 0            
N  543666    39 4927342 1316180 00000000000  1 0            
N  543666    40 4924482 1316501 00000000000  2 0            
N  543666    41 4924702 1316497 00000000000  2 0            
N  543666    42 4924802 1316509 00000000000  2 0            
N  543667     1 4927182 1315830 00000000000  1 0            
N  543667     2 4927342 1316180 00000000000  1 0            
N  543667     3 4927392 1316100 00000000000  2 1            
N  543667     4 4927392 1316170 00000000000  3 1            
N  543667     5 4927412 1316150 00000000000  3 0            
N  543667     6 4927502 1316130 00000000000  2 0            
N  543667     7 4927512 1315870 00000000000  2 0            
N  543667     8 4927522 1316050 00000000000  2 0            
N  543667     9 4927552 1315760 00000000000  2 0            
N  543667    10 4927552 1316110 00000000000  3 0            
N  543667    11 4927582 1316430 00000000000  2 0            
N  543667    12 4927592 1316130 00000000000  2 0            
N  543667    13 4927612 1316150 00000000000  3 0            
N  543667    14 4927632 1316690 00000000000  2 0            
N  543667    15 4927632 1316840 00000000000  2 0            
N  543667    16 4927642 1315520 00000000000  2 0            
N  543667    17 4927662 1316170 00000000000  2 0            
N  543667    18 4927682 1316130 00000000000  2 0            
N  543667    19 4927692 1316950 00000000000  1 0            
N  543667    20 4927762 1315430 00000000000  2 0            
N  543667    21 4927842 1315290 00000000000  2 0            
N  543667    22 4927862 1316360 00000000000  2 0            
N  543667    23 4927872 1315240 00000000000  2 0            
N  543667    24 4927942 1315160 01000000000  3 0            
N  543667    25 4927972 1316510 00000000000  2 0            
N  543667    26 4927992 1315060 00000000000  2 0            
N  543667    27 4928082 1314990 00000000000  2 0            
N  543667    28 4928112 1316050 00000000000  2 0            
N  543667    29 4928132 1316650 00000000000  2 0            
N  543667    30 4928232 1314930 00000000000  2 0            
N  543667    31 4928292 1314040 00000000000  1 0            
N  543667    32 4928302 1314110 00000000000  2 1            
N  543667    33 4928312 1314140 00000000000  2 0            
N  543667    34 4928312 1316080 00000000000  2 0            
N  543667    35 4928312 1316740 00000000000  2 0            
N  543667    36 4928322 1314880 00000000000  2 0            
N  543667    37 4928342 1316760 00000000000  2 0            
N  543667    38 4928352 1314250 00000000000  2 0            
N  543667    39 4928422 1314390 00000000000  2 0            
N  543667    40 4928422 1314800 00000000000  2 0            
N  543667    41 4928452 1314770 00000000000  2 0            
N  543667    42 4928462 1317110 00000000000  1 1543677    39
N  543667    43 4928472 1316580 00000000000  2 0            
N  543667    44 4928472 1316820 00000000000  2 0            
N  543667    45 4928482 1314750 00000000000  2 0            
N  543667    46 4928492 1314540 00000000000  3 0            
N  543667    47 4928502 1314730 00000000000  2 0            
N  543667    48 4928542 1314700 00000000000  2 0            
N  543667    49 4928562 1314640 00000000000  2 0            
N  543667    50 4928582 1316050 00000000000  2 0            
N  543667    51 4928612 1316880 00000000000  2 0            
N  543667    52 4928682 1316950 00000000000  2 0            
N  543667    53 4928812 1317010 00000000000  2 0            
N  543667    54 4928842 1316090 00000000000  2 0            
N  543667    55 4928892 1314810 00000000000  2 0            
N  543667    56 4928892 1317050 00000000000  2 0            
N  543667    57 4928922 1317060 00000000000  2 0            
N  543667    58 4929012 1314950 00000000000  2 0            
N  543667    59 4929012 1316130 00000000000  2 0            
N  543667    60 4929042 1317110 00000000000  1 1543677    59
N  543667    61 4929062 1315050 00000000000  2 0            
N  543667    62 4929062 1316150 00000000000  2 0            
N  543667    63 4929112 1315150 00000000000  2 0            
N  543667    64 4929142 1317110 00000000000  1 1543677    66
N  543667    65 4929222 1315310 00000000000  2 0            
N  543667    66 4929262 1316870 00000000000  2 0            
N  543667    67 4929302 1316560 00000000000  2 0            
N  543667    68 4929312 1316620 00000000000  2 0            
N  543667    69 4929312 1316700 00000000000  2 0            
N  543667    70 4929372 1315530 00000000000  2 0            
N  543667    71 4929382 1316200 00000000000  4 0            
N  543667    72 4929402 1315830 00000000000  2 0            
N  543667    73 4929402 1315910 00000000000  2 0            
N  543667    74 4929412 1315590 00000000000  3 0            
N  543667    75 4929512 1315720 00000000000  2 0            
N  543667    76 4929642 1315760 00000000000  2 0            
N  543667    77 4929702 1316210 00000000000  2 0            
N  543667    78 4929752 1315790 00000000000  2 0            
N  543667    79 4929792 1315800 00000000000  2 0            
N  543667    80 4929812 1316210 00000000000  2 0            
N  543667    81 4929942 1316820 00000000000  1 0            
N  543667    82 4930032 1315880 00000000000  2 0            
N  543667    83 4930082 1315890 00000000000  2 0            
N  543667    84 4930102 1316200 00000000000  2 0            
N  543667    85 4930272 1316150 00000000000  2 0            
N  543667    86 4930442 1315990 00000000000  2 0            
N  543667    87 4930552 1316020 00000000000  2 0            
N  543667    88 4930622 1316040 00000000000  2 0            
N  543667    89 4930692 1316060 00000000000  3 0            
N  543667    90 4930742 1317050 00000000000  2 0            
N  543667    91 4930742 1317110 00000000000  1 1543677   144
N  543667    92 4930752 1316920 00000000000  2 0            
N  543667    93 4930782 1316090 00000000000  2 0            
N  543667    94 4930892 1316150 00000000000  3 0            
N  543667    95 4930982 1316210 00000000000  2 0            
N  543667    96 4930992 1316190 00000000000  2 0            
N  543667    97 4931022 1316770 00000000000  3 0            
N  543667    98 4931052 1316750 00000000000  2 0            
N  543667    99 4931072 1316360 00000000000  1 0            
N  543667   100 4931212 1316450 00000000000  2 0            
N  543667   101 4931222 1316680 00000000000  2 0            
N  543667   102 4931352 1316630 00000000000  2 0            
N  543667   103 4931472 1316590 00000000000  3 0            
N  543667   104 4931522 1316570 00000000000  1 0            
N  543667   105 4931522 1317000 00000000000  1 0            
N  543667   106 4931562 1314960 00000000000  2 0            
N  543667   107 4931562 1316670 00000000000  2 0            
N  543667   108 4931562 1316770 00000000000  2 0            
N  543667   109 4931582 1314570 00000000000  2 0            
N  543667   110 4931592 1314760 00000000000  2 0            
N  543667   111 4931592 1314790 00000000000  2 0            
N  543667   112 4931632 1315090 00000000000  2 0            
N  543667   113 4931682 1314110 00000000000  1 1543657    50
N  543667   114 4931712 1314360 00000000000  2 0            
N  543667   115 4931722 1314480 00000000000  2 0            
N  543667   116 4931742 1316440 00000000000  1 0            
N  543667   117 4931762 1315390 00000000000  2 0            
N  543667   118 4931762 1315420 00000000000  1 0            
N  543667   119 4930889 1316410 00000000000  1 0            
N  543667   120 4931279 1317110 00000000000  1 1543677   191
N  543676     1 4922893 1317379 00000000000  1 1543675   125
N  543676     2 4922893 1317509 00000000000  1 1543675   126
N  543676     3 4922893 1317749 00000000000  1 1543675   127
N  543676     4 4922893 1319989 00000000000  1 1543675   128
N  543676     5 4922923 1317329 00000000000  2 0            
N  543676     6 4923023 1317289 00000000000  2 0            
N  543676     7 4923043 1317479 00000000000  3 0            
N  543676     8 4923103 1317329 00000000000  2 0            
N  543676     9 4923103 1318019 00000000000  2 0            
N  543676    10 4923103 1319939 00000000000  2 0            
N  543676    11 4923143 1317329 00000000000  2 0            
N  543676    12 4923163 1317479 00000000000  4 0            
N  543676    13 4923203 1319899 00000000000  2 0            
N  543676    14 4923313 1317489 00000000000  2 0            
N  543676    15 4923333 1317459 00000000000  2 0            
N  543676    16 4923363 1317359 00000000000  2 0            
N  543676    17 4923372 1319839 00000000000  2 0            
N  543676    18 4923383 1317449 00000000000  4 0            
N  543676    19 4923443 1317449 00000000000  3 0            
N  543676    20 4923443 1318119 00000000000  2 0            
N  543676    21 4923603 1317429 00000000000  2 0            
N  543676    22 4923743 1317449 00000000000  2 0            
N  543676    23 4923743 1318309 00000000000  2 0            
N  543676    24 4923802 1319939 00000000000  1 0            
N  543676    25 4923812 1318319 00000000000  2 0            
N  543676    26 4923863 1317459 00000000000  2 0            
N  543676    27 4923882 1318329 00000000000  2 0            
N  543676    28 4923973 1317309 00000000000  2 0            
N  543676    29 4923972 1317549 00000000000  2 0            
N  543676    30 4924102 1318299 00000000000  2 0            
N  543676    31 4924232 1318389 00000000000  2 0            
N  543676    32 4924252 1317659 00000000000  3 0            
N  543676    33 4924352 1317699 00000000000  2 0            
N  543676    34 4924362 1318439 00000000000  2 0            
N  543676    35 4924382 1317739 00000000000  2 0            
N  543676    36 4924452 1317749 00000000000  4 0            
N  543676    37 4924512 1317739 00000000000  4 0            
N  543676    38 4924542 1317249 00000000000  2 0            
N  543676    39 4924572 1317739 00000000000  3 0            
N  543676    40 4924662 1318509 00000000000  2 0            
N  543676    41 4924782 1317389 00000000000  2 0            
N  543676    42 4924832 1317399 00000000000  2 0            
N  543676    43 4924852 1317419 00000000000  2 0            
N  543676    44 4925012 1317859 00000000000  2 0            
N  543676    45 4925022 1318599 00000000000  2 0            
N  543676    46 4925042 1318629 00000000000  2 0            
N  543676    47 4925102 1317889 00000000000  2 0            
N  543676    48 4925112 1317310 00000000000  2 0            
N  543676    49 4925192 1317290 00000000000  2 0            
N  543676    50 4925192 1317969 00000000000  2 0            
N  543676    51 4925232 1318019 00000000000  2 0            
N  543676    52 4925332 1317330 00000000000  2 0            
N  543676    53 4925482 1318719 00000000000  2 0            
N  543676    54 4925592 1318209 00000000000  2 0            
N  543676    55 4925682 1318739 00000000000  2 0            
N  543676    56 4925762 1317290 00000000000  2 0            
N  543676    57 4925822 1317270 00000000000  2 0            
N  543676    58 4925882 1318759 00000000000  2 0            
N  543676    59 4925972 1318759 00000000000  2 0            
N  543676    60 4926042 1318769 00000000000  2 0            
N  543676    61 4926092 1318769 00000000000  2 0            
N  543676    62 4926142 1317110 00000000000  1 1543666    10
N  543676    63 4926192 1318769 00000000000  2 0            
N  543676    64 4926342 1317450 00000000000  2 0            
N  543676    65 4926342 1317849 00000000000  2 0            
N  543676    66 4926352 1317989 00000000000  2 0            
N  543676    67 4926362 1317670 00000000000  2 0            
N  543676    68 4926402 1317110 00000000000  1 1543666    14
N  543676    69 4926402 1318099 00000000000  2 0            
N  543676    70 4926472 1318749 00000000000  2 0            
N  543676    71 4926492 1318289 00000000000  2 0            
N  543676    72 4926522 1318689 00000000000  3 0            
N  543676    73 4926542 1318919 00000000000  2 0            
N  543676    74 4926552 1318379 00000000000  2 0            
N  543676    75 4926562 1318709 00000000000  2 0            
N  543676    76 4926592 1318679 01000000000  4 0            
N  543676    77 4926592 1319129 00000000000  2 0            
N  543676    78 4926602 1319269 00000000000  2 0            
N  543676    79 4926652 1318749 00000000000  4 0            
N  543676    80 4926662 1318679 00000000000  4 0            
N  543676    81 4926672 1318629 00000000000  3 0            
N  543676    82 4926672 1319789 00000000000  2 0            
N  543676    83 4926682 1318579 00000000000  2 0            
N  543676    84 4926682 1319599 00000000000  2 0            
N  543676    85 4926702 1318749 00000000000  2 0            
N  543676    86 4926732 1318669 00000000000  2 0            
N  543676    87 4926782 1319899 00000000000  2 0            
N  543676    88 4926792 1319929 00000000000  2 0            
N  543676    89 4926802 1320019 00000000000  2 0            
N  543676    90 4926822 1318749 00000000000  2 0            
N  543676    91 4926912 1320109 00000000000  1 1553606    24
N  543676    92 4926972 1318749 00000000000  2 0            
N  543676    93 4926982 1318609 00000000000  2 0            
N  543676    94 4927002 1318749 00000000000  2 0            
N  543676    95 4927032 1318739 00000000000  2 0            
N  543676    96 4927302 1318559 00000000000  2 0            
N  543676    97 4927332 1318719 00000000000  1 0            
N  543676    98 4927392 1318559 00000000000  1 1543677     2
N  543677     1 4927332 1318719 00000000000  1 0            
N  543677     2 4927392 1318559 00000000000  1 1543676    98
N  543677     3 4927392 1318699 00000000000  2 1            
N  543677     4 4927452 1320109 00000000000  1 1553607    12
N  543677     5 4927472 1318559 00000000000  2 0            
N  543677     6 4927602 1320019 00000000000  2 0            
N  543677     7 4927622 1318629 00000000000  2 0            
N  543677     8 4927682 1318609 00000000000  4 0            
N  543677     9 4927692 1316950 00000000000  1 0            
N  543677    10 4927692 1319969 00000000000  2 0            
N  543677    11 4927732 1319949 00000000000  2 0            
N  543677    12 4927792 1317110 00000000000  2 1            
N  543677    13 4927842 1317200 00000000000  2 0            
N  543677    14 4927842 1318559 00000000000  2 0            
N  543677    15 4927892 1318689 00000000000  2 0            
N  543677    16 4927902 1317390 00000000000  2 0            
N  543677    17 4927942 1317600 00000000000  2 0            
N  543677    18 4927942 1317620 00000000000  2 0            
N  543677    19 4927962 1317720 00000000000  2 0            
N  543677    20 4927982 1319809 00000000000  2 0            
N  543677    21 4927992 1318559 00000000000  2 0            
N  543677    22 4928042 1317980 00000000000  2 0            
N  543677    23 4928062 1319779 00000000000  2 0            
N  543677    24 4928072 1318569 00000000000  2 0            
N  543677    25 4928092 1318469 00000000000  2 0            
N  543677    26 4928112 1318749 00000000000  2 0            
N  543677    27 4928122 1318469 00000000000  2 0            
N  543677    28 4928152 1319779 00000000000  2 0            
N  543677    29 4928172 1318459 00000000000  2 0            
N  543677    30 4928192 1318579 00000000000  2 0            
N  543677    31 4928212 1318639 00000000000  2 0            
N  543677    32 4928232 1318459 00000000000  2 0            
N  543677    33 4928232 1318579 00000000000  2 0            
N  543677    34 4928242 1320059 00000000000  2 0            
N  543677    35 4928252 1319779 00000000000  2 0            
N  543677    36 4928262 1318749 00000000000  4 0            
N  543677    37 4928322 1318559 00000000000  2 0            
N  543677    38 4928432 1318989 00000000000  2 0            
N  543677    39 4928462 1317110 00000000000  1 1543667    42
N  543677    40 4928512 1318539 00000000000  2 0            
N  543677    41 4928512 1319989 00000000000  2 0            
N  543677    42 4928522 1319289 00000000000  2 0            
N  543677    43 4928572 1319369 00000000000  2 0            
N  543677    44 4928622 1319699 00000000000  2 0            
N  543677    45 4928632 1318140 00000000000  2 0            
N  543677    46 4928672 1318349 00000000000  3 0            
N  543677    47 4928682 1318509 00000000000  2 0            
N  543677    48 4928752 1319629 00000000000  2 0            
N  543677    49 4928762 1318679 00000000000  2 0            
N  543677    50 4928792 1319929 00000000000  2 0            
N  543677    51 4928802 1318669 00100000000  1 0            
N  543677    52 4928832 1319619 00000000000  4 0            
N  543677    53 4928882 1318589 00000000000  2 0            
N  543677    54 4928932 1319589 00000000000  4 0            
N  543677    55 4928932 1319849 00000000000  2 0            
N  543677    56 4929002 1319569 00000000000  2 0            
N  543677    57 4929012 1319629 00000000000  2 0            
N  543677    58 4929022 1319809 00000000000  2 0            
N  543677    59 4929042 1317110 00000000000  1 1543667    60
N  543677    60 4929082 1318599 00000000000  4 0            
N  543677    61 4929082 1319669 00000000000  2 0            
N  543677    62 4929102 1319529 00000000000  2 0            
N  543677    63 4929112 1317150 00000000000  2 0            
N  543677    64 4929132 1317130 00000000000  2 0            
N  543677    65 4929132 1317340 00000000000  3 0            
N  543677    66 4929142 1317110 00000000000  1 1543667    64
N  543677    67 4929172 1319509 00000000000  2 0            
N  543677    68 4929222 1319749 00000000000  4 0            
N  543677    69 4929232 1318609 00000000000  2 0            
N  543677    70 4929232 1319759 00000000000  4 0            
N  543677    71 4929252 1318549 00000000000  2 0            
N  543677    72 4929282 1317440 00000000000  2 0            
N  543677    73 4929302 1318539 00000000000  2 0            
N  543677    74 4929312 1318609 00000000000  2 0            
N  543677    75 4929382 1317520 00000000000  2 0            
N  543677    76 4929422 1319879 00000000000  4 0            
N  543677    77 4929492 1318699 00000000000  2 0            
N  543677    78 4929522 1317660 00000000000  2 0            
N  543677    79 4929522 1319839 00000000000  2 0            
N  543677    80 4929572 1317110 00000000000  2 1            
N  543677    81 4929602 1319979 00000000000  2 0            
N  543677    82 4929622 1318769 00000000000  2 0            
N  543677    83 4929632 1317800 00000000000  2 0            
N  543677    84 4929632 1317830 00000000000  2 0            
N  543677    85 4929642 1317860 00000000000  2 0            
N  543677    86 4929662 1319839 00000000000  2 0            
N  543677    87 4929672 1319279 00000000000  2 0            
N  543677    88 4929772 1320109 00000000000  1 1553607    72
N  543677    89 4929782 1319209 00000000000  2 0            
N  543677    90 4929822 1318429 00000000000  2 0            
N  543677    91 4929852 1318260 00000000000  2 0            
N  543677    92 4929862 1318839 00000000000  2 0            
N  543677    93 4929902 1318350 00000000000  2 0            
N  543677    94 4929932 1318419 00000000000  4 0            
