H  NLA       N01-07L-2K 21996  80
   15434    4802   10632       0       0       0       0
N  513136     1 4742681 1233596 00000000000  1 0            
N  513136     2 4742911 1233686 00000000000  2 1            
N  513136     3 4742961 1233766 00000000000  2 0            
N  513136     4 4743101 1233886 00000000000  2 0            
N  513136     5 4743141 1235936 00000000000  1 0            
N  513136     6 4743181 1235876 00000000000  2 0            
N  513136     7 4743201 1233996 00000000000  2 0            
N  513136     8 4743231 1235796 00000000000  2 0            
N  513136     9 4743281 1234096 00000000000  2 0            
N  513136    10 4743321 1235296 00000000000  2 0            
N  513136    11 4743351 1235156 00000000000  2 0            
N  513136    12 4743481 1234336 00000000000  2 0            
N  513136    13 4743501 1234986 00000000000  2 0            
N  513136    14 4743581 1234806 00000000000  2 0            
N  513136    15 4743601 1234706 00000000000  2 0            
N  513136    16 4743641 1234496 00000000000  2 0            
N  513136    17 4743651 1234486 00000000000  2 0            
N  513136    18 4743661 1234476 00000000000  3 0            
N  513136    19 4743891 1234506 00000000000  2 0            
N  513136    20 4744121 1234396 00000000000  2 0            
N  513136    21 4744481 1233666 00000000000  4 0            
N  513136    22 4744551 1234026 00000000000  4 0            
N  513136    23 4744601 1234136 00000000000  2 0            
N  513136    24 4744721 1235116 00000000000  2 0            
N  513136    25 4744731 1234436 00000000000  2 0            
N  513136    26 4744751 1235196 00000000000  2 0            
N  513136    27 4744761 1234806 00000000000  2 0            
N  513136    28 4744811 1233116 00000000000  4 1            
N  513136    29 4744821 1235266 00000000000  2 0            
N  513136    30 4744841 1233306 00000000000  4 0            
N  513136    31 4744931 1235356 00000000000  2 0            
N  513136    32 4744971 1235416 00000000000  2 0            
N  513136    33 4744991 1232636 00000000000  2 0            
N  513136    34 4745101 1235516 00000000000  2 0            
N  513136    35 4745161 1236036 00000000000  1 0            
N  513136    36 4746431 1232906 00000000000  1 0            
N  513136    37 4746531 1233396 00000000000  2 0            
N  513136    38 4746571 1233506 00000000000  2 0            
N  513136    39 4746621 1233116 00000000000  2 1            
N  513136    40 4746651 1233276 00000000000  2 0            
N  513136    41 4746671 1233596 00000000000  2 0            
N  513136    42 4746671 1233646 00000000000  2 0            
N  513136    43 4746671 1233726 00000000000  2 0            
N  513136    44 4746681 1233696 00000000000  2 0            
N  513136    45 4746691 1233116 00000000000  1 1513126    87
N  513136    46 4746701 1233656 00000000000  2 0            
N  513136    47 4746711 1233706 00000000000  2 0            
