H  NLA       N01-07L-2K 21996  80
   10853    3207    7646       0       0       0       0
N  482874     1 4630001 1174560 00000000000  2 0            
N  482874     2 4630231 1174850 00000000000  1 0            
N  482874     3 4630281 1174370 00000000000  1 0            
N  482875     1 4630281 1174370 00000000000  1 0            
N  482875     2 4630421 1174290 00000000000  2 1            
N  482875     3 4630421 1174340 00000000000  2 1            
N  482875     4 4630421 1174380 00000000000  2 1            
N  482875     5 4630761 1174200 00000000000  2 0            
N  482875     6 4630981 1174000 00000000000  2 0            
N  482875     7 4631141 1173720 00000000000  2 0            
N  482875     8 4631241 1173670 00000000000  2 0            
N  482875     9 4631431 1173840 00000000000  3 0            
N  482875    10 4631511 1174360 00000000000  2 0            
N  482875    11 4631571 1174020 00000000000  2 0            
N  482875    12 4631581 1173800 00000000000  2 0            
N  482875    13 4631821 1173960 00000000000  2 0            
N  482875    14 4631941 1175430 00000000000  2 0            
N  482875    15 4631951 1175980 00000000000  2 0            
N  482875    16 4631991 1174700 00000000000  2 0            
N  482875    17 4631991 1175510 00000000000  2 0            
N  482875    18 4631991 1175970 00000000000  2 0            
N  482875    19 4632001 1174100 00000000000  2 0            
N  482875    20 4632011 1174630 00000000000  2 0            
N  482875    21 4632011 1175200 00000000000  2 0            
N  482875    22 4632021 1175300 00000000000  2 0            
N  482875    23 4632031 1174680 00000000000  2 0            
N  482875    24 4632031 1175420 00000000000  2 0            
N  482875    25 4632071 1175620 00000000000  2 0            
N  482875    26 4632131 1174120 00000000000  2 0            
N  482875    27 4632151 1174840 00000000000  2 0            
N  482875    28 4632161 1174080 00000000000  2 0            
N  482875    29 4632161 1174860 00000000000  2 0            
N  482875    30 4632301 1176120 00000000000  1 1492805    17
N  482875    31 4632311 1176050 00000000000  2 0            
N  482875    32 4632331 1176050 00000000000  3 0            
N  482875    33 4632351 1174060 00000000000  2 0            
N  482875    34 4632421 1173970 00000000000  2 0            
N  482875    35 4632421 1173980 00000000000  2 0            
N  482875    36 4632701 1173790 00000000000  2 0            
N  482875    37 4632751 1176060 00000000000  2 0            
N  482875    38 4632851 1176120 00000000000  1 1492805    21
N  482875    39 4632961 1173820 00000000000  2 0            
N  482875    40 4633041 1173890 00000000000  2 0            
N  482875    41 4633091 1173840 00000000000  2 0            
N  482875    42 4633301 1173880 00000000000  2 0            
N  482875    43 4633441 1174050 00000000000  2 0            
N  482875    44 4633571 1173970 00000000000  2 0            
N  482875    45 4633731 1173980 00000000000  2 0            
N  482875    46 4633971 1173870 00000000000  2 0            
N  482875    47 4634161 1173940 00000000000  2 0            
N  482875    48 4634191 1176060 00000000000  2 0            
N  482875    49 4634231 1176120 00000000000  1 1492805    37
N  482875    50 4634411 1175750 00000000000  2 0            
N  482875    51 4634471 1173880 00000000000  2 0            
N  482875    52 4634581 1173800 00000000000  2 0            
N  482875    53 4634691 1173770 00000000000  2 0            
N  482875    54 4634691 1175450 00000000000  2 0            
N  482875    55 4634741 1173780 00000000000  1 0            
N  482875    56 4634761 1174960 00000000000  1 0            
N  482876     1 4634741 1173780 00000000000  1 0            
N  482876     2 4634761 1174960 00000000000  1 0            
N  482876     3 4634821 1176120 00000000000  1 0            
