H  NLA       N01-07L-2K 21996  80
N  492957    28 4677167 1192979 00000000000  2 0            
N  492957    29 4677337 1192979 00000000000  2 0            
N  492957    30 4677387 1192949 00000000000  2 0            
N  492957    31 4677647 1192809 00000000000  2 0            
N  492957    32 4677727 1192809 00000000000  2 0            
N  492957    33 4677847 1192739 00000000000  2 0            
N  492957    34 4677997 1192669 00000000000  2 0            
N  492957    35 4678037 1192659 00000000000  2 0            
N  492957    36 4678087 1190520 00000000000  1 0            
N  492957    37 4678427 1192349 00000000000  2 0            
N  492957    38 4678497 1192249 00000000000  2 0            
N  492957    39 4678557 1192189 00000000000  2 0            
N  492957    40 4678657 1191109 00000000000  2 0            
N  492957    41 4678697 1192139 00000000000  2 0            
N  492957    42 4678837 1193899 00000000000  2 0            
N  492957    43 4678857 1191979 00000000000  2 0            
N  492957    44 4678877 1193779 00000000000  2 0            
N  492957    45 4678897 1194079 00000000000  1 0            
N  492957    46 4678917 1191949 00000000000  2 0            
N  492957    47 4679037 1193489 00000000000  2 0            
N  492957    48 4679087 1191110 00000000000  1 0            
N  492957    49 4679127 1191959 01000000000  1 0            
N  492957    50 4679137 1191299 00000000000  3 0            
N  492957    51 4679147 1191339 00000000000  2 0            
N  492957    52 4679157 1191289 00000000000  2 0            
N  492957    53 4679167 1192929 00000000000  2 0            
N  492957    54 4679177 1191369 00000000000  2 0            
N  492957    55 4679197 1192659 00000000000  2 0            
N  492957    56 4679237 1192979 00000000000  2 0            
N  492957    57 4679257 1191110 00000000000  2 0            
N  492957    58 4679277 1190990 00000000000  1 0            
N  492957    59 4679277 1192579 00000000000  2 0            
N  492957    60 4679387 1191509 00000000000  2 0            
N  492957    61 4679557 1192879 00000000000  2 0            
N  492957    62 4679567 1192829 00000000000  2 0            
N  492957    63 4679677 1193189 00000000000  2 0            
N  492957    64 4679697 1191649 00000000000  2 0            
N  492957    65 4679717 1192659 00000000000  2 0            
N  492957    66 4679727 1191689 00000000000  2 0            
N  492957    67 4679797 1191759 00000000000  1 0            
N  492957    68 4679817 1192599 00000000000  2 0            
N  492957    69 4679837 1192589 00000000000  2 0            
N  492957    70 4679897 1192509 00000000000  1 0            
N  492957    71 4679897 1193579 00000000000  2 0            
N  492957    72 4679917 1193599 00000000000  1 1493050     8
N  492957    73 4676231 1192929 00000000000  1 0            
N  492957    74 4679152 1191886 00000000000  3 0            
N  492957    75 4679586 1191599 00000000000  1 0            
N  492957    76 4675418 1193680 00000000000  1 1492956    67
N  492957    77 4676138 1193630 01000000000  2 0            
N  492957    78 4679902 1193327 00000000000  2 0            
N  492957    79 4679917 1193339 00000000000  1 1493050     7
N  492957    80 4679566 1193328 01000000000  2 0            
N  492966     1 4669958 1195399 00000000000  1 0            
N  492966     2 4670918 1195599 00000000000  2 1            
N  492966     3 4671308 1196989 00000000000  2 0            
N  492966     4 4671568 1195539 00000000000  2 0            
N  492966     5 4671638 1196739 00000000000  2 0            
N  492966     6 4671758 1196709 00000000000  2 0            
N  492966     7 4671908 1195439 00000000000  2 0            
N  492966     8 4671988 1196629 00000000000  2 0            
N  492966     9 4672078 1195329 00000000000  2 0            
N  492966    10 4672118 1196509 00000000000  2 0            
N  492966    11 4672228 1194889 00000000000  2 0            
N  492966    12 4672258 1194809 00000000000  2 0            
N  492966    13 4672608 1196379 00000000000  2 0            
N  492966    14 4672738 1194819 00000000000  2 0            
N  492966    15 4672808 1196229 00000000000  2 0            
N  492966    16 4672988 1194779 00000000000  2 0            
N  492966    17 4673158 1194709 00000000000  2 0            
N  492966    18 4673158 1196149 00000000000  2 0            
N  492966    19 4673188 1196119 00000000000  2 0            
N  492966    20 4673208 1194659 00000000000  2 0            
N  492966    21 4673228 1194349 00000000000  2 0            
N  492966    22 4673628 1196439 00000000000  2 0            
N  492966    23 4673688 1196669 00000000000  2 0            
N  492966    24 4674058 1197119 00000000000  1 1492976    32
N  492966    25 4674348 1194119 00000000000  2 1492956    51
N  492966    26 4674458 1194269 00000000000  4 0            
N  492966    27 4674488 1196119 00000000000  2 0            
N  492966    28 4674498 1196079 00000000000  2 0            
N  492966    29 4674498 1196139 00000000000  2 0            
N  492966    30 4674588 1195969 00000000000  2 0            
N  492966    31 4674588 1196389 00000000000  2 0            
N  492966    32 4674588 1196519 00000000000  2 0            
N  492966    33 4674598 1195309 00000000000  2 0            
N  492966    34 4674598 1195709 00000000000  2 0            
N  492966    35 4674608 1194339 00000000000  4 0            
N  492966    36 4674608 1195269 00000000000  2 0            
N  492966    37 4674608 1195459 00000000000  2 0            
N  492966    38 4674618 1195049 00000000000  2 0            
N  492966    39 4674618 1195119 00000000000  2 0            
N  492966    40 4674618 1195899 00000000000  2 0            
N  492966    41 4674618 1196449 00000000000  2 0            
N  492966    42 4674628 1196689 00000000000  2 0            
N  492966    43 4674638 1194949 00000000000  2 0            
N  492966    44 4674658 1194379 00000000000  4 0            
N  492966    45 4674658 1194859 00000000000  2 0            
N  492966    46 4674698 1197009 00000000000  2 0            
N  492966    47 4674708 1194719 00000000000  2 0            
N  492966    48 4674718 1194539 00000000000  4 0            
N  492966    49 4674718 1197069 00000000000  1 0            
N  492966    50 4674728 1194689 00000000000  2 0            
N  492966    51 4674758 1194649 00000000000  4 0            
N  492966    52 4674838 1194729 00000000000  2 0            
N  492966    53 4675118 1194769 00000000000  2 0            
N  492966    54 4675158 1194749 00000000000  1 0            
N  492966    55 4673582 1194119 00000000000  1 1492956    65
N  492966    56 4671252 1197119 00000000000  1 1492976    71
N  492966    57 4671562 1195541 00000000000  1 0            
N  492966    58 4673165 1196088 00000000000  1 0            
N  492966    59 4672538 1195737 00000000000  1 0            
N  492966    60 4672955 1195894 00000000000  2 0            
N  492966    61 4673335 1195812 00000000000  1 0            
N  492967     1 4675158 1194749 00000000000  1 0            
N  492967     2 4675418 1194619 00000000000  2 1            
N  492967     3 4675608 1194549 00000000000  2 0            
N  492967     4 4675648 1194529 00000000000  2 0            
N  492967     5 4675668 1194519 00000000000  2 0            
N  492967     6 4675698 1194499 00000000000  2 0            
N  492967     7 4675838 1194499 00000000000  3 0            
N  492967     8 4675868 1194509 00000000000  2 0            
N  492967     9 4675898 1194529 00000000000  2 0            
N  492967    10 4676007 1194379 00000000000  2 0            
N  492967    11 4676077 1194579 00000000000  2 0            
N  492967    12 4676137 1194299 00000000000  2 0            
N  492967    13 4676197 1194119 00000000000  2 1            
N  492967    14 4676257 1194039 00000000000  1 0            
N  492967    15 4676337 1194719 00000000000  2 0            
N  492967    16 4676387 1194749 00000000000  2 0            
N  492967    17 4676457 1194779 00000000000  2 0            
N  492967    18 4676547 1194779 00000000000  2 0            
N  492967    19 4676617 1194809 00000000000  2 0            
N  492967    20 4676817 1194899 00000000000  2 0            
N  492967    21 4676867 1194889 00000000000  2 0            
N  492967    22 4677257 1194789 00000000000  2 0            
N  492967    23 4677387 1194789 00000000000  2 0            
N  492967    24 4677527 1197019 00000000000  1 0            
N  492967    25 4677587 1196849 00000000000  2 0            
N  492967    26 4677727 1196629 00000000000  2 0            
N  492967    27 4677827 1194959 00000000000  2 0            
N  492967    28 4677977 1196549 00000000000  2 0            
N  492967    29 4678157 1194999 00000000000  2 0            
N  492967    30 4678177 1196539 00000000000  2 0            
N  492967    31 4678217 1195009 00000000000  3 0            
N  492967    32 4678337 1195029 00000000000  2 0            
N  492967    33 4678357 1196339 00000000000  2 0            
N  492967    34 4678557 1195049 00000000000  3 0            
N  492967    35 4678637 1195369 00000000000  2 0            
N  492967    36 4678647 1195059 00000000000  3 0            
N  492967    37 4678647 1195409 00000000000  2 0            
N  492967    38 4678647 1195819 00000000000  2 0            
N  492967    39 4678657 1195679 00000000000  2 0            
N  492967    40 4678667 1195509 00000000000  2 0            
N  492967    41 4678667 1195649 00000000000  2 0            
N  492967    42 4678687 1195059 00000000000  2 0            
N  492967    43 4678687 1196159 00000000000  4 0            
N  492967    44 4678687 1196219 00000000000  2 0            
N  492967    45 4678737 1196319 00000000000  2 0            
N  492967    46 4678747 1194909 00000000000  2 0            
N  492967    47 4678787 1196359 00000000000  2 0            
N  492967    48 4678797 1196529 00000000000  2 0            
N  492967    49 4678847 1196699 00000000000  2 0            
N  492967    50 4678867 1196889 00000000000  2 0            
N  492967    51 4678887 1194119 00000000000  2 1            
N  492967    52 4678897 1194079 00000000000  1 0            
N  492967    53 4678947 1197119 00000000000  1 1492977    87
N  492967    54 4678987 1196179 00000000000  2 0            
N  492967    55 4678997 1194429 00000000000  2 0            
N  492967    56 4679057 1194499 00000000000  2 0            
N  492967    57 4679177 1195049 00000000000  2 0            
N  492967    58 4679257 1195759 00000000000  2 0            
N  492967    59 4679277 1194989 00000000000  2 0            
N  492967    60 4679297 1194959 00000000000  2 0            
N  492967    61 4679327 1194939 00000000000  2 0            
N  492967    62 4679357 1194899 00000000000  2 0            
N  492967    63 4679377 1195729 00000000000  2 0            
N  492967    64 4679387 1194869 00000000000  2 0            
N  492967    65 4679517 1194719 00000000000  2 0            
N  492967    66 4679517 1194789 00000000000  2 0            
N  492967    67 4679547 1194689 00000000000  2 0            
N  492967    68 4679647 1195729 00000000000  2 0            
N  492967    69 4679837 1194629 00000000000  1 0            
N  492967    70 4679837 1197049 00000000000  1 0            
N  492967    71 4679877 1195749 00000000000  2 0            
N  492967    72 4679877 1197119 00000000000  1 1            
N  492967    73 4679917 1195759 00000000000  1 1493060     3
N  492967    74 4679054 1195080 00000000000  1 0            
N  492967    75 4677990 1194885 00000000000  2 0            
N  492967    76 4676641 1197119 00000000000  1 1492977   109
N  492967    77 4677848 1195238 00000000000  1 0            
N  492976     1 4670438 1197549 00000000000  1 0            
N  492976     2 4670458 1198699 00000000000  1 0            
N  492976     3 4670878 1197229 00000000000  1 0            
N  492976     4 4670918 1197229 00000000000  2 1            
N  492976     5 4670918 1197319 00000000000  2 1            
N  492976     6 4670918 1197419 00000000000  1 1492975   107
N  492976     7 4670918 1198599 00000000000  2 1            
N  492976     8 4670938 1197319 00000000000  3 0            
N  492976     9 4670978 1197289 00000000000  3 0            
N  492976    10 4670978 1197429 00000000000  2 0            
N  492976    11 4671308 1198489 00000000000  2 0            
N  492976    12 4671328 1198489 00000000000  2 0            
N  492976    13 4672488 1200108 00000000000  2 0            
N  492976    14 4672498 1200098 00000000000  4 0            
N  492976    15 4672508 1200088 00000000000  4 0            
N  492976    16 4672538 1200068 00000000000  4 0            
N  492976    17 4672638 1200008 00000000000  4 0            
N  492976    18 4672788 1199958 00000000000  4 0            
N  492976    19 4673038 1199578 00000000000  4 0            
N  492976    20 4673078 1199708 00000000000  4 0            
N  492976    21 4673108 1199488 00000000000  4 0            
N  492976    22 4673158 1199449 00000000000  4 0            
N  492976    23 4673208 1199299 00000000000  4 0            
N  492976    24 4673218 1199269 00000000000  4 0            
N  492976    25 4673338 1198899 00000000000  4 0            
N  492976    26 4673358 1198719 00000000000  4 0            
N  492976    27 4673468 1198609 00000000000  4 0            
N  492976    28 4673658 1198609 00000000000  4 0            
N  492976    29 4673698 1198609 00000000000  4 0            
N  492976    30 4673918 1198549 00000000000  5 0            
N  492976    31 4674018 1198409 00000000000  4 0            
N  492976    32 4674058 1197119 00000000000  1 1492966    24
N  492976    33 4674168 1198229 00000000000  4 0            
N  492976    34 4674308 1198139 00000000000  4 0            
N  492976    35 4674378 1199269 00000000000  2 0            
N  492976    36 4674438 1199678 00000000000  2 0            
N  492976    37 4674448 1198019 00000000000  4 0            
N  492976    38 4674488 1199738 00000000000  2 0            
N  492976    39 4674508 1199079 00000000000  2 0            
N  492976    40 4674538 1199019 00000000000  2 0            
N  492976    41 4674568 1199778 00000000000  2 0            
N  492976    42 4674608 1199808 00000000000  2 0            
N  492976    43 4674648 1200108 00000000000  1 0            
N  492976    44 4674658 1198819 00000000000  2 0            
N  492976    45 4674658 1198919 00000000000  2 0            
N  492976    46 4674658 1199898 00000000000  2 0            
N  492976    47 4674698 1200018 00000000000  2 0            
N  492976    48 4674718 1197069 00000000000  1 0            
N  492976    49 4674728 1197119 00000000000  2 1            
N  492976    50 4674728 1197779 00000000000  4 0            
N  492976    51 4674748 1198659 00000000000  2 0            
N  492976    52 4674788 1197209 00000000000  2 0            
N  492976    53 4674828 1197739 00000000000  4 0            
N  492976    54 4674838 1197329 00000000000  2 0            
N  492976    55 4674898 1197619 00000000000  4 0            
N  492976    56 4674918 1197479 00000000000  2 0            
N  492976    57 4674918 1197549 00000000000  2 0            
N  492976    58 4674928 1197479 00000000000  4 0            
N  492976    59 4674928 1197619 00000000000  2 0            
N  492976    60 4674958 1197479 00000000000  2 0            
N  492976    61 4675038 1197479 00000000000  2 0            
N  492976    62 4675068 1198359 00000000000  1 0            
N  492976    63 4675088 1197639 00000000000  2 0            
N  492976    64 4675258 1197789 00000000000  4 0            
N  492976    65 4675278 1197799 00000000000  2 0            
N  492976    66 4675318 1197709 00000000000  1 0            
N  492976    67 4675318 1197819 00000000000  2 0            
N  492976    68 4675368 1197819 00000000000  1 0            
N  492976    69 4675317 1198103 00000000000  1 0            
N  492976    70 4675271 1197699 00000000000  1 0            
N  492976    71 4671252 1197119 00000000000  1 1492966    56
N  492977     1 4675068 1198359 00000000000  1 0            
N  492977     2 4675318 1197709 00000000000  1 0            
N  492977     3 4675368 1197819 00000000000  1 0            
N  492977     4 4675418 1197699 00000000000  2 1            
N  492977     5 4675418 1197819 00000000000  2 1            
N  492977     6 4675418 1198099 00000000000  2 1            
N  492977     7 4675458 1198069 00000000000  2 0            
N  492977     8 4675498 1197819 00000000000  2 0            
N  492977     9 4675547 1197819 00000000000  2 0            
N  492977    10 4675547 1197979 00000000000  2 0            
N  492977    11 4675558 1197679 00000000000  2 0            
N  492977    12 4675557 1197899 00000000000  2 0            
N  492977    13 4675617 1197669 00000000000  2 0            
N  492977    14 4675787 1197669 00000000000  2 0            
N  492977    15 4675827 1197679 00000000000  2 0            
N  492977    16 4675907 1197719 00000000000  2 0            
N  492977    17 4675977 1197769 00000000000  2 0            
N  492977    18 4676037 1200109 00000000000  1 0            
N  492977    19 4676047 1197819 00000000000  3 0            
N  492977    20 4676057 1197819 00000000000  1 0            
N  492977    21 4676097 1197799 00000000000  2 0            
N  492977    22 4676147 1197789 00000000000  2 0            
N  492977    23 4676147 1200069 00000000000  1 0            
N  492977    24 4676247 1198089 00000000000  2 0            
N  492977    25 4676287 1197689 00000000000  2 0            
N  492977    26 4676307 1198169 00000000000  2 0            
N  492977    27 4676407 1200109 00000000000  1 0            
N  492977    28 4676487 1199859 00000000000  2 0            
N  492977    29 4676557 1197539 00000000000  2 0            
N  492977    30 4676577 1199599 00000000000  2 0            
N  492977    31 4676617 1199559 00000000000  2 0            
N  492977    32 4676717 1197469 00000000000  2 0            
N  492977    33 4676767 1198539 00000000000  2 0            
N  492977    34 4676837 1199329 00000000000  2 0            
N  492977    35 4676897 1198609 00000000000  2 0            
N  492977    36 4676937 1199269 00000000000  2 0            
N  492977    37 4677087 1198829 00000000000  2 0            
N  492977    38 4677207 1198939 00000000000  4 0            
N  492977    39 4677277 1198989 00000000000  4 0            
N  492977    40 4677337 1199039 00000000000  4 0            
N  492977    41 4677367 1199079 00000000000  2 0            
N  492977    42 4677397 1199139 00000000000  2 0            
N  492977    43 4677417 1199279 00000000000  2 0            
N  492977    44 4677427 1199009 00000000000  2 0            
N  492977    45 4677427 1199309 00000000000  2 0            
N  492977    46 4677437 1199409 00000000000  2 0            
N  492977    47 4677437 1199449 00000000000  2 0            
N  492977    48 4677467 1199769 00000000000  2 0            
N  492977    49 4677477 1199889 00000000000  2 0            
N  492977    50 4677507 1200049 00000000000  1 0            
N  492977    51 4677517 1197509 00000000000  3 0            
N  492977    52 4677527 1197019 00000000000  1 0            
N  492977    53 4677527 1197489 00000000000  2 0            
N  492977    54 4677547 1197279 00000000000  2 0            
N  492977    55 4677547 1197529 00000000000  2 0            
N  492977    56 4677557 1197119 00000000000  2 1            
N  492977    57 4677597 1197519 00000000000  2 0            
N  492977    58 4677607 1198739 00000000000  2 0            
N  492977    59 4677697 1197519 00000000000  2 0            
N  492977    60 4677747 1197539 00000000000  2 0            
N  492977    61 4678147 1197699 00000000000  2 0            
N  492977    62 4678147 1198669 00000000000  2 0            
N  492977    63 4678337 1197749 00000000000  2 0            
N  492977    64 4678437 1197759 00000000000  2 0            
N  492977    65 4678567 1198909 00000000000  2 0            
N  492977    66 4678577 1197789 00000000000  2 0            
N  492977    67 4678687 1197759 00000000000  2 0            
N  492977    68 4678707 1197609 00000000000  4 0            
N  492977    69 4678727 1197749 00000000000  4 0            
N  492977    70 4678747 1198019 00000000000  2 0            
N  492977    71 4678757 1197519 00000000000  4 0            
N  492977    72 4678827 1198819 00000000000  2 0            
N  492977    73 4678857 1198909 00000000000  4 0            
N  492977    74 4678867 1198959 00000000000  4 0            
N  492977    75 4678867 1199529 00000000000  2 0            
N  492977    76 4678867 1199709 00000000000  2 0            
N  492977    77 4678877 1200079 00000000000  1 0            
N  492977    78 4678887 1198829 00000000000  4 0            
N  492977    79 4678897 1199969 00000000000  2 0            
N  492977    80 4678907 1198769 00000000000  2 0            
N  492977    81 4678907 1199599 00000000000  2 0            
N  492977    82 4678917 1198639 00000000000  2 0            
N  492977    83 4678927 1198479 00000000000  2 0            
N  492977    84 4678927 1199089 00000000000  2 0            
N  492977    85 4678937 1198609 00000000000  2 0            
N  492977    86 4678937 1199119 00000000000  2 0            
N  492977    87 4678947 1197119 00000000000  1 1492967    53
N  492977    88 4678947 1198359 00000000000  2 0            
N  492977    89 4678957 1197439 00000000000  6 0            
N  492977    90 4679047 1197239 00000000000  2 0            
N  492977    91 4679117 1199009 00000000000  2 0            
N  492977    92 4679137 1197399 00000000000  4 0            
N  492977    93 4679147 1197339 00000000000  2 0            
N  492977    94 4679167 1197389 00000000000  4 0            
N  492977    95 4679207 1198989 00000000000  2 0            
N  492977    96 4679357 1197299 00000000000  2 0            
N  492977    97 4679357 1198959 00000000000  2 0            
N  492977    98 4679367 1199039 00000000000  2 0            
N  492977    99 4679407 1199059 00000000000  2 0            
N  492977   100 4679507 1197209 00000000000  2 0            
N  492977   101 4679547 1199149 00000000000  2 0            
N  492977   102 4679587 1197179 00000000000  2 0            
N  492977   103 4679737 1197119 00000000000  2 1            
N  492977   104 4679747 1197119 00000000000  2 1            
N  492977   105 4679747 1199259 00000000000  1 0            
N  492977   106 4679837 1197049 00000000000  1 0            
N  492977   107 4679917 1197009 00000000000  1 0            
N  492977   108 4675785 1197881 00000000000  1 0            
N  492977   109 4676641 1197119 00000000000  1 1492967    76
N  493030     1 4679797 1187810 00000000000  1 0            
N  493030     2 4679917 1186260 00000000000  1 1492937    48
N  493030     3 4679917 1187870 00000000000  2 1            
N  493030     4 4679927 1187890 00000000000  2 0            
N  493030     5 4679987 1186260 00000000000  2 0            
N  493030     6 4680157 1187950 00000000000  1 0            
N  493030     7 4680227 1186320 00000000000  2 0            
N  493030     8 4680657 1186920 00000000000  2 0            
N  493030     9 4680777 1187210 00000000000  2 0            
N  493030    10 4681157 1187290 00000000000  2 0            
N  493030    11 4681937 1187170 00000000000  2 0            
N  493030    12 4681967 1187670 00000000000  2 0            
N  493030    13 4682047 1187170 00000000000  2 0            
N  493030    14 4682067 1187990 00000000000  2 0            
N  493030    15 4682077 1188110 00000000000  1 0            
N  493030    16 4682107 1188120 00000000000  1 1493040    18
N  493030    17 4682267 1187960 00000000000  2 0            
N  493030    18 4682307 1188060 00000000000  1 0            
N  493031     1 4686617 1185080 00000000000  1 0            
N  493031     2 4686637 1185120 00000000000  2 1            
N  493031     3 4686707 1185280 00000000000  2 0            
N  493031     4 4686777 1185360 00000000000  2 0            
N  493031     5 4686797 1188070 00000000000  1 0            
N  493031     6 4686877 1187630 00000000000  2 0            
N  493031     7 4686897 1187980 00000000000  2 0            
N  493031     8 4686907 1185400 00000000000  2 0            
N  493031     9 4686937 1187870 00000000000  2 0            
N  493031    10 4686987 1185430 00000000000  2 0            
N  493031    11 4687147 1185560 00000000000  2 0            
N  493031    12 4687177 1185770 00000000000  2 0            
N  493031    13 4687247 1186270 00000000000  2 0            
N  493031    14 4687247 1187660 00000000000  2 0            
