H  NLA       N01-07L-2K 21996  80
   10024    3114    6910       0       0       0       0
N  533504     1 4878918 1272304 00000000000  3 0            
N  533504     2 4878938 1272304 00000000000  2 0            
N  533504     3 4879178 1272104 00000000000  1 0            
N  533504     4 4879208 1272224 00000000000  2 0            
N  533504     5 4880818 1272104 00000000000  1 0            
N  533504     6 4880858 1275114 00000000000  1 1533514    54
N  533504     7 4880948 1274114 00000000000  2 0            
N  533504     8 4880948 1274134 00000000000  2 0            
N  533504     9 4881018 1274044 00000000000  2 0            
N  533504    10 4881028 1273904 00000000000  2 0            
N  533504    11 4881088 1273984 00000000000  2 0            
N  533504    12 4881218 1272324 00000000000  2 0            
N  533504    13 4881218 1272394 00000000000  2 0            
N  533504    14 4881298 1274844 00000000000  2 0            
N  533504    15 4881368 1273784 00000000000  2 0            
N  533504    16 4881398 1274254 00000000000  2 0            
N  533504    17 4881448 1272724 00000000000  2 0            
N  533504    18 4881508 1273404 00000000000  2 0            
N  533504    19 4881508 1273584 00000000000  2 0            
N  533504    20 4881518 1273114 00000000000  2 0            
N  533504    21 4881518 1273174 00000000000  2 0            
N  533504    22 4881568 1274664 00000000000  2 0            
N  533504    23 4881648 1274594 00000000000  2 0            
N  533504    24 4881678 1274524 00000000000  2 0            
N  533504    25 4881868 1274284 00000000000  2 0            
N  533504    26 4881888 1274454 00000000000  2 0            
N  533504    27 4881988 1274364 00000000000  2 0            
N  533504    28 4882008 1274374 00000000000  3 0            
N  533504    29 4882398 1274464 00000000000  1 1533505     1
N  533504    30 4878686 1272317 00000000000  1 0            
N  533504    31 4878547 1272774 00000000000  1 0            
N  533505     1 4882398 1274464 00000000000  1 1533504    29
N  533505     2 4882698 1274644 00000000000  2 0            
N  533505     3 4883028 1274714 00000000000  2 0            
N  533505     4 4883218 1274644 00000000000  2 0            
N  533505     5 4883927 1274554 00000000000  2 0            
N  533505     6 4884167 1274434 00000000000  2 0            
N  533505     7 4884297 1274374 00000000000  2 0            
N  533505     8 4884507 1274384 00000000000  2 0            
N  533505     9 4884557 1275014 00000000000  2 0            
N  533505    10 4884567 1274954 00000000000  2 0            
N  533505    11 4884567 1275064 00000000000  1 0            
N  533505    12 4884637 1274774 00000000000  2 0            
N  533505    13 4884647 1274394 00000000000  3 0            
N  533505    14 4884657 1274364 00000000000  2 0            
N  533505    15 4884807 1274524 00000000000  2 0            
N  533505    16 4884947 1274444 00000000000  2 0            
N  533505    17 4885357 1274424 00000000000  2 0            
N  533505    18 4885447 1274384 00000000000  2 0            
N  533505    19 4885527 1274404 00000000000  2 0            
N  533505    20 4885877 1274304 00000000000  2 0            
N  533505    21 4886047 1274434 00000000000  2 0            
N  533505    22 4886107 1274334 00000000000  2 0            
N  533505    23 4886477 1274474 00000000000  2 0            
N  533505    24 4886517 1274474 00000000000  2 0            
N  533505    25 4886567 1274204 00000000000  2 0            
N  533505    26 4886597 1274184 00000000000  2 0            
N  533505    27 4886657 1274294 00000000000  2 0            
N  533505    28 4886687 1274014 00000000000  1 0            
N  533506     1 4886687 1274014 00000000000  1 0            
N  533506     2 4886897 1274064 00000000000  2 1            
N  533506     3 4887027 1274114 00000000000  1 0            
N  533506     4 4888127 1275114 00000000000  1 1533516    30
N  533506     5 4888157 1274794 00000000000  1 0            
N  533506     6 4888277 1274954 00000000000  2 0            
N  533506     7 4890037 1274284 00000000000  1 0            
N  533506     8 4890157 1274224 00000000000  2 0            
N  533506     9 4890307 1274134 00000000000  2 0            
N  533506    10 4890557 1273984 00000000000  2 0            
N  533506    11 4890707 1273774 00000000000  2 0            
N  533506    12 4890737 1273774 00000000000  2 0            
N  533506    13 4890977 1273534 00000000000  1 0            
N  533507     1 4890977 1273534 00000000000  1 0            
N  533507     2 4891397 1273514 00000000000  2 1            
N  533507     3 4891647 1273634 00000000000  2 0            
N  533507     4 4891687 1273614 00000000000  2 0            
N  533507     5 4892057 1273364 00000000000  2 0            
N  533507     6 4892267 1273324 00000000000  2 0            
N  533507     7 4892527 1272104 00000000000  1 0            
N  533507     8 4892597 1273294 00000000000  2 0            
N  533507     9 4892627 1272254 00000000000  2 0            
N  533507    10 4892697 1273134 00000000000  2 0            
N  533507    11 4892707 1273194 00000000000  2 0            
N  533507    12 4892717 1272374 00000000000  2 0            
N  533507    13 4892747 1272424 00000000000  2 0            
N  533507    14 4892927 1272634 00000000000  2 0            
N  533507    15 4892967 1272674 00000000000  2 0            
N  533507    16 4893017 1272714 00000000000  2 0            
N  533507    17 4893067 1272924 00000000000  4 0            
N  533507    18 4893067 1272944 00000000000  4 0            
N  533507    19 4893077 1272794 00000000000  4 0            
N  533507    20 4893087 1272804 00000000000  2 0            
N  533507    21 4893087 1273224 00000000000  4 0            
N  533507    22 4893107 1273134 00000000000  4 0            
N  533507    23 4893117 1273254 00000000000  2 0            
N  533507    24 4893187 1272844 00000000000  2 0            
N  533507    25 4893327 1273904 00000000000  2 0            
N  533507    26 4893337 1273924 00000000000  2 0            
N  533507    27 4893357 1274094 00000000000  2 0            
N  533507    28 4893477 1273204 00000000000  2 0            
N  533507    29 4893527 1272904 00000000000  2 0            
N  533507    30 4893567 1273294 00000000000  2 0            
N  533507    31 4893567 1274434 00000000000  2 0            
N  533507    32 4893587 1272894 00000000000  2 0            
N  533507    33 4893627 1274674 00000000000  2 0            
N  533507    34 4893657 1274744 00000000000  2 0            
N  533507    35 4893657 1274764 00000000000  2 0            
N  533507    36 4893717 1273114 00000000000  2 0            
N  533507    37 4893867 1274884 00000000000  2 0            
N  533507    38 4893937 1274894 00000000000  2 0            
N  533507    39 4893977 1273144 00000000000  2 0            
N  533507    40 4894017 1274824 00000000000  2 0            
N  533507    41 4894057 1274804 00000000000  3 0            
N  533507    42 4894147 1273184 00000000000  2 0            
N  533507    43 4894297 1273164 00000000000  2 0            
N  533507    44 4894437 1274454 00000000000  2 0            
N  533507    45 4894487 1274364 00000000000  2 0            
N  533507    46 4894667 1273014 00000000000  2 0            
N  533507    47 4894827 1272934 00000000000  2 0            
N  533507    48 4894997 1274424 00000000000  2 0            
N  533507    49 4895287 1272734 00000000000  2 0            
N  533507    50 4895287 1274554 00000000000  2 0            
N  533507    51 4895497 1272644 00000000000  2 0            
N  533507    52 4895547 1272624 00000000000  2 0            
