H  NLA       N01-07L-2K 21996  80
   13005    3695    9310       0       0       0       0
N  503515     1 4883059 1206122 00000000000  1 1503525     6
N  503515     2 4883229 1206062 00000000000  2 0            
N  503515     3 4883249 1206072 00000000000  2 0            
N  503515     4 4883269 1206082 00000000000  2 0            
N  503515     5 4883568 1206052 00000000000  2 0            
N  503515     6 4883608 1206092 00000000000  3 0            
N  503515     7 4883618 1206122 00000000000  1 1503525    11
N  503515     8 4883688 1206072 00000000000  2 0            
N  503515     9 4883708 1206062 00000000000  2 0            
N  503515    10 4883788 1205982 00000000000  2 0            
N  503515    11 4883798 1205932 00000000000  2 0            
N  503515    12 4883818 1205892 00000000000  2 0            
N  503515    13 4883978 1205782 00000000000  2 0            
N  503515    14 4884088 1205712 00000000000  2 0            
N  503515    15 4884388 1205632 00000000000  2 0            
N  503515    16 4884568 1205642 00000000000  2 0            
N  503515    17 4884588 1205632 00000000000  2 0            
N  503515    18 4884748 1205612 00000000000  2 0            
N  503515    19 4885168 1205772 00000000000  2 0            
N  503515    20 4885478 1205572 00000000000  2 0            
N  503515    21 4885548 1205572 00000000000  2 0            
N  503515    22 4885568 1205532 00000000000  2 0            
N  503515    23 4885818 1205492 00000000000  2 0            
N  503515    24 4885838 1205512 00000000000  2 0            
N  503515    25 4885858 1205522 00000000000  2 0            
N  503515    26 4885908 1205532 00000000000  2 0            
N  503515    27 4886048 1205582 00000000000  2 0            
N  503515    28 4886168 1205562 00000000000  2 0            
N  503515    29 4886348 1205492 00000000000  2 0            
N  503515    30 4886458 1205472 00000000000  2 0            
N  503515    31 4886498 1205482 00000000000  2 0            
N  503515    32 4886568 1205472 00000000000  2 0            
N  503515    33 4886618 1205432 00000000000  2 0            
N  503515    34 4886728 1205392 00000000000  1 0            
N  503516     1 4886728 1205392 00000000000  1 0            
N  503516     2 4886898 1205372 00000000000  2 1            
N  503516     3 4886988 1206122 00000000000  1 1503526    10
N  503516     4 4887008 1205342 00000000000  2 0            
N  503516     5 4887028 1205932 00000000000  2 0            
N  503516     6 4887028 1206002 00000000000  2 0            
N  503516     7 4887048 1205892 00000000000  2 0            
N  503516     8 4887068 1204122 00000000000  2 0            
N  503516     9 4887128 1205832 00000000000  2 0            
N  503516    10 4887178 1204072 00000000000  2 0            
N  503516    11 4887198 1205792 00000000000  2 0            
N  503516    12 4887218 1205802 00000000000  2 0            
N  503516    13 4887248 1203772 00000000000  2 0            
N  503516    14 4887368 1205432 00000000000  2 0            
N  503516    15 4887388 1205742 00000000000  2 0            
N  503516    16 4887408 1205732 00000000000  2 0            
N  503516    17 4887418 1205702 00000000000  2 0            
N  503516    18 4887438 1205622 00000000000  2 0            
N  503516    19 4887458 1205402 00000000000  3 0            
N  503516    20 4887468 1205402 00000000000  2 0            
N  503516    21 4887468 1205582 00000000000  2 0            
N  503516    22 4887468 1205612 00000000000  2 0            
N  503516    23 4887478 1205552 00000000000  2 0            
N  503516    24 4887488 1205492 00000000000  2 0            
N  503516    25 4887558 1205372 00000000000  2 0            
N  503516    26 4887648 1204042 00000000000  2 0            
N  503516    27 4887758 1204462 00000000000  2 0            
N  503516    28 4887858 1204992 00000000000  2 0            
N  503516    29 4887898 1205202 00000000000  2 0            
N  503516    30 4887998 1204712 00000000000  3 0            
N  503516    31 4888068 1204742 00000000000  2 0            
N  503516    32 4888098 1204742 00000000000  3 0            
N  503516    33 4888118 1204952 00000000000  2 0            
N  503516    34 4888128 1204852 00000000000  2 0            
N  503516    35 4888158 1204102 00000000000  2 0            
N  503516    36 4888168 1205072 00000000000  2 0            
N  503516    37 4888178 1205102 00000000000  2 0            
N  503516    38 4888218 1205162 00000000000  2 0            
N  503516    39 4888278 1205242 00000000000  2 0            
N  503516    40 4888348 1205322 00000000000  2 0            
N  503516    41 4888448 1204432 00000000000  2 0            
N  503516    42 4888478 1204142 00000000000  2 0            
N  503516    43 4888518 1204312 00000000000  2 0            
N  503516    44 4888558 1204152 00000000000  2 0            
N  503516    45 4888578 1205552 00000000000  2 0            
N  503516    46 4888618 1205622 00000000000  2 0            
N  503516    47 4888658 1205852 00000000000  2 0            
N  503516    48 4889038 1206112 00000000000  1 0            
N  503516    49 4889128 1206122 00000000000  1 1503526    38
N  503516    50 4889208 1206102 00000000000  1 0            
N  503516    51 4889458 1204952 00000000000  2 0            
N  503516    52 4889698 1204872 00000000000  2 0            
N  503516    53 4889748 1204672 00000000000  2 0            
N  503516    54 4889858 1204792 00000000000  2 0            
N  503516    55 4889898 1204852 00000000000  2 0            
N  503516    56 4890028 1204872 00000000000  2 0            
N  503516    57 4890378 1204892 00000000000  2 0            
N  503516    58 4890988 1204962 00000000000  1 0            
N  503516    59 4890729 1204852 00000000000  2 0            
N  503516    60 4890539 1204870 00000000000  2 0            
N  503516    61 4889300 1205082 00000000000  2 0            
N  503516    62 4889051 1204989 00000000000  1 0            
N  503523     1 4875019 1209111 00000000000  1 0            
N  503523     2 4875109 1208931 00000000000  2 0            
N  503523     3 4875149 1208921 00000000000  2 0            
N  503523     4 4875309 1208851 00000000000  2 0            
N  503523     5 4875379 1208751 00000000000  2 0            
N  503523     6 4875389 1208701 00000000000  2 0            
N  503523     7 4875409 1208621 00000000000  2 0            
N  503523     8 4875459 1208581 00000000000  2 0            
N  503523     9 4875709 1208451 00000000000  2 0            
N  503523    10 4875789 1208441 00000000000  2 0            
N  503523    11 4875929 1208431 00000000000  2 0            
N  503523    12 4876099 1208481 00000000000  2 0            
N  503523    13 4876239 1208511 00000000000  3 0            
N  503523    14 4876249 1207771 00000000000  2 0            
N  503523    15 4876249 1208221 00000000000  2 0            
N  503523    16 4876259 1208481 00000000000  2 0            
N  503523    17 4876339 1208361 00000000000  2 0            
N  503523    18 4876419 1209111 00000000000  1 0            
N  503523    19 4876499 1209051 00000000000  2 0            
N  503523    20 4876539 1209001 00000000000  2 0            
N  503523    21 4876549 1207811 00000000000  2 0            
N  503523    22 4876569 1208951 00000000000  2 0            
N  503523    23 4876579 1208851 00000000000  2 0            
N  503523    24 4876689 1207771 00000000000  2 0            
N  503523    25 4877169 1207851 00000000000  2 0            
N  503523    26 4877399 1207831 00000000000  2 0            
N  503523    27 4877569 1207811 00000000000  2 0            
N  503523    28 4877689 1207771 00000000000  3 0            
N  503523    29 4877719 1207801 00000000000  2 0            
N  503523    30 4877749 1207721 00000000000  2 0            
N  503523    31 4877769 1207671 00000000000  2 0            
N  503523    32 4877779 1207831 00000000000  2 0            
N  503523    33 4877799 1207851 00000000000  2 0            
N  503523    34 4877819 1207591 00000000000  1 0            
N  503523    35 4877819 1207851 00000000000  1 0            
N  503524     1 4877819 1207591 00000000000  1 0            
N  503524     2 4877819 1207851 00000000000  1 0            
N  503524     3 4877899 1207461 00000000000  2 1            
N  503524     4 4877899 1207961 00000000000  2 1            
N  503524     5 4877899 1208021 00000000000  2 1            
N  503524     6 4878069 1207391 00000000000  2 0            
N  503524     7 4878189 1207291 00000000000  2 0            
N  503524     8 4878349 1208231 00000000000  2 0            
N  503524     9 4878429 1207201 00000000000  2 0            
N  503524    10 4878479 1208001 00000000000  2 0            
N  503524    11 4878579 1207011 00000000000  2 0            
N  503524    12 4878699 1207021 00000000000  2 0            
N  503524    13 4878739 1207911 00000000000  2 0            
N  503524    14 4879019 1207931 00000000000  2 0            
N  503524    15 4879229 1208031 00000000000  2 0            
N  503524    16 4879249 1206792 00000000000  2 0            
N  503524    17 4879569 1207981 00000000000  2 0            
N  503524    18 4879579 1207951 00000000000  2 0            
N  503524    19 4879579 1208011 00000000000  2 0            
N  503524    20 4879819 1206692 00000000000  2 0            
N  503524    21 4879839 1206692 00000000000  2 0            
N  503524    22 4879879 1208031 00000000000  2 0            
N  503524    23 4880009 1206602 00000000000  2 0            
N  503524    24 4880089 1208041 00000000000  2 0            
N  503524    25 4880179 1208051 00000000000  2 0            
N  503524    26 4880359 1206602 00000000000  2 0            
N  503524    27 4880409 1208231 00000000000  2 0            
N  503524    28 4880529 1206642 00000000000  2 0            
N  503524    29 4880669 1206592 00000000000  2 0            
N  503524    30 4880679 1208381 00000000000  2 0            
N  503524    31 4880699 1206552 00000000000  2 0            
N  503524    32 4880829 1208391 00000000000  2 0            
N  503524    33 4880839 1208451 00000000000  2 0            
N  503524    34 4881159 1206242 00000000000  2 0            
N  503524    35 4881269 1206292 00000000000  2 0            
