H  NLA       N01-07L-2K 21996  80
   14799    4458   10341       0       0       0       0
N  533875     1 4990387 1294954 00000000000  1 1533874    33
N  533875     2 4990587 1294944 00000000000  2 0            
N  533875     3 4990967 1294854 00000000000  2 0            
N  533875     4 4991287 1294704 00000000000  2 0            
N  533875     5 4991447 1294634 00000000000  2 0            
N  533875     6 4991557 1294604 00000000000  2 0            
N  533875     7 4991787 1294604 00000000000  2 0            
N  533875     8 4992077 1294624 00000000000  2 0            
N  533875     9 4992197 1294654 00000000000  1 0            
N  543806     1 4994676 1299103 00000000000  1 0            
N  543806     2 4994886 1299043 00000000000  3 1            
N  543806     3 4995106 1298983 00000000000  2 0            
N  543806     4 4995216 1298993 00000000000  2 0            
N  543806     5 4995346 1299003 00000000000  2 0            
N  543806     6 4996146 1298773 00000000000  2 0            
N  543806     7 4996256 1299013 00000000000  2 0            
N  543806     8 4996356 1299043 00000000000  2 0            
N  543806     9 4996426 1299033 00000000000  2 0            
N  543806    10 4996676 1298903 00000000000  2 0            
N  543806    11 4996696 1298893 00000000000  2 0            
N  543806    12 4996856 1298973 00000000000  1 0            
N  543806    13 4997716 1298714 00000000000  2 0            
N  543806    14 4997776 1298684 00000000000  2 0            
N  543806    15 4997816 1299103 00000000000  1 0            
N  543806    16 4997896 1298224 00000000000  2 0            
N  543806    17 4997936 1298244 00000000000  2 0            
N  543806    18 4997936 1298364 00000000000  2 0            
N  543806    19 4997976 1298284 00000000000  2 0            
N  543806    20 4998196 1298234 00000000000  2 0            
N  543806    21 4998366 1298124 00000000000  2 0            
N  543806    22 4998656 1298274 00000000000  2 0            
N  543806    23 4998716 1298054 00000000000  2 0            
N  543806    24 4998746 1298144 00000000000  2 0            
N  543806    25 4998786 1298064 00000000000  2 0            
N  543806    26 4998876 1298074 00000000000  2 0            
N  543806    27 4998946 1297974 00000000000  2 0            
N  543806    28 4999156 1297914 00000000000  2 0            
N  543806    29 4999266 1297914 00000000000  1 0            
N  543807     1 4999266 1297914 00000000000  1 0            
N  543807     2 4999386 1297874 00000000000  2 1            
N  543807     3 4999476 1297844 00000000000  2 0            
N  543807     4 4999616 1297794 00000000000  2 0            
N  543807     5 4999716 1297764 00000000000  2 0            
N  543807     6 4999886 1297744 00000000000  2 0            
N  543807     7 4999916 1297744 00000000000  2 0            
N  543807     8 5000186 1297474 00000000000  2 0            
N  543807     9 5000696 1297404 00000000000  2 0            
N  543807    10 5000756 1297354 00000000000  2 0            
N  543807    11 5001176 1297264 00000000000  2 0            
N  543807    12 5001366 1297194 00000000000  2 0            
N  543807    13 5001636 1297214 00000000000  2 0            
N  543807    14 5002165 1299104 00000000000  1 0            
N  543807    15 5002335 1296894 00000000000  2 0            
N  543807    16 5002455 1298894 00000000000  2 0            
N  543807    17 5002665 1298704 00000000000  2 0            
N  543807    18 5002835 1298304 00000000000  2 0            
N  543807    19 5002875 1298184 00000000000  2 0            
N  543807    20 5002945 1296014 00000000000  1 0            
N  543807    21 5002965 1296114 00000000000  2 1            
N  543807    22 5002965 1296334 00000000000  2 0            
N  543807    23 5002965 1296584 00000000000  2 0            
N  543807    24 5002975 1296454 00000000000  2 0            
N  543807    25 5002995 1296254 00000000000  2 0            
N  543807    26 5003105 1298114 00000000000  2 0            
N  543807    27 5003215 1298014 00000000000  2 0            
N  543807    28 5003275 1296724 00000000000  2 0            
N  543807    29 5003355 1297804 00000000000  2 0            
N  543807    30 5003445 1297114 00000000000  2 0            
N  543807    31 5003575 1297664 00000000000  1 0            
N  543807    32 5003645 1297034 00000000000  2 0            
N  543807    33 5003665 1297154 00000000000  1 0            
N  543807    34 5003715 1296804 00000000000  1 0            
N  543807    35 5003885 1297504 00000000000  1 1543900     8
N  543807    36 5003385 1296795 00000000000  1 0            
N  543814     1 4985887 1301583 00000000000  1 1543813    73
N  543814     2 4986267 1301453 00000000000  2 0            
N  543814     3 4986287 1301423 00000000000  2 0            
N  543814     4 4986547 1301273 00000000000  2 0            
N  543814     5 4986607 1301233 00000000000  2 0            
N  543814     6 4988307 1300913 00000000000  2 0            
N  543814     7 4988807 1300653 00000000000  2 0            
N  543814     8 4989016 1300563 00000000000  2 0            
N  543814     9 4990106 1300223 00000000000  2 0            
N  543814    10 4990226 1300153 00000000000  1 0            
N  543814    11 4987978 1301049 00000000000  2 0            
N  543815     1 4990226 1300153 00000000000  1 0            
N  543815     2 4990386 1300113 00000000000  2 1            
N  543815     3 4990566 1300063 00000000000  2 0            
N  543815     4 4990676 1300083 00000000000  2 0            
N  543815     5 4990896 1302113 00000000000  1 1543825    20
N  543815     6 4990936 1302013 00000000000  2 0            
N  543815     7 4990946 1301983 00000000000  2 0            
N  543815     8 4991046 1301883 00000000000  2 0            
N  543815     9 4991086 1299933 00000000000  2 0            
N  543815    10 4991116 1301813 00000000000  2 0            
N  543815    11 4991296 1299743 00000000000  2 0            
N  543815    12 4991306 1299823 00000000000  2 0            
N  543815    13 4991496 1301813 00000000000  2 0            
N  543815    14 4991636 1299543 00000000000  2 0            
N  543815    15 4991736 1301783 00000000000  2 0            
N  543815    16 4992096 1299513 00000000000  1 0            
N  543815    17 4992146 1301703 00000000000  2 0            
N  543815    18 4992556 1301643 00000000000  2 0            
N  543815    19 4993046 1301623 00000000000  2 0            
N  543815    20 4993126 1301643 00000000000  2 0            
N  543815    21 4993626 1301673 00000000000  2 0            
N  543815    22 4993786 1299213 00000000000  2 0            
N  543815    23 4993916 1301853 00000000000  2 0            
N  543815    24 4993986 1299133 00000000000  2 0            
N  543815    25 4994006 1301903 00000000000  2 0            
N  543815    26 4994216 1302023 00000000000  3 0            
N  543815    27 4994226 1299103 00000000000  2 0            
N  543815    28 4994226 1301473 00000000000  2 0            
N  543815    29 4994226 1301963 00000000000  2 0            
N  543815    30 4994226 1302113 00000000000  1 1543825    38
N  543815    31 4994286 1301423 00000000000  2 0            
N  543815    32 4994486 1299103 00000000000  2 0            
N  543815    33 4994506 1299163 00000000000  2 0            
N  543815    34 4994526 1301253 00000000000  2 0            
N  543815    35 4994676 1299103 00000000000  1 0            
N  543815    36 4994696 1301063 00000000000  1 0            
N  543815    37 4994726 1300673 00000000000  1 0            
N  543815    38 4994876 1300753 00000000000  2 0            
N  543815    39 4994886 1300933 00000000000  1 1543816     4
N  543815    40 4994886 1300526 00000000000  1 1543816    27
N  543816     1 4994696 1301063 00000000000  1 0            
N  543816     2 4994726 1300673 00000000000  1 0            
N  543816     3 4994886 1300543 00000000000  2 1            
N  543816     4 4994886 1300933 00000000000  1 1543815    39
N  543816     5 4994886 1301023 00000000000  2 1            
N  543816     6 4994916 1300523 00000000000  2 0            
N  543816     7 4994976 1301003 00000000000  2 0            
N  543816     8 4996836 1299223 00000000000  2 0            
N  543816     9 4996856 1298973 00000000000  1 0            
N  543816    10 4996866 1299103 00000000000  2 0            
N  543816    11 4996866 1299213 00000000000  2 0            
N  543816    12 4997056 1299263 00000000000  2 0            
N  543816    13 4997666 1299283 00000000000  2 0            
N  543816    14 4997766 1299303 00000000000  2 0            
N  543816    15 4997816 1299103 00000000000  1 0            
N  543816    16 4997836 1299253 00000000000  2 0            
N  543816    17 4997836 1299283 00000000000  3 0            
