H  NLA       N01-07L-2K 21996  80
   17439    5325   12114       0       0       0       0
N  513346     1 4817784 1236107 00000000000  1 0            
N  513346     2 4818204 1235197 00000000000  1 0            
N  513353     1 4801076 1240666 00000000000  1 0            
N  513353     2 4801296 1241506 00000000000  1 0            
N  513353     3 4801406 1240426 00000000000  2 1            
N  513353     4 4801406 1241246 00000000000  1 1513352    70
N  513353     5 4801406 1241276 00000000000  2 1            
N  513353     6 4801406 1241296 00000000000  2 1            
N  513353     7 4801406 1241526 00000000000  2 1            
N  513353     8 4801406 1242076 00000000000  2 1513352    71
N  513353     9 4801436 1241996 00000000000  4 0            
N  513353    10 4801446 1241906 00000000000  4 0            
N  513353    11 4801456 1240396 00000000000  2 0            
N  513353    12 4801466 1241786 00000000000  4 0            
N  513353    13 4801466 1241836 00000000000  4 0            
N  513353    14 4801476 1241756 00000000000  4 0            
N  513353    15 4801486 1241406 00000000000  2 0            
N  513353    16 4801486 1241666 00000000000  4 0            
N  513353    17 4801486 1241706 00000000000  4 0            
N  513353    18 4801506 1241456 00000000000  2 0            
N  513353    19 4801516 1241556 00000000000  5 0            
N  513353    20 4801586 1240286 00000000000  2 0            
N  513353    21 4801646 1238297 00000000000  1 0            
N  513353    22 4801666 1240106 00000000000  2 0            
N  513353    23 4801696 1241556 00000000000  2 0            
N  513353    24 4801726 1241556 00000000000  2 0            
N  513353    25 4801756 1240047 00000000000  2 0            
N  513353    26 4801846 1239117 00000000000  2 1            
N  513353    27 4801846 1239347 00000000000  2 0            
N  513353    28 4801856 1239307 00000000000  2 0            
N  513353    29 4801866 1239617 00000000000  2 0            
N  513353    30 4801866 1239867 00000000000  2 0            
N  513353    31 4801886 1241556 00000000000  2 0            
N  513353    32 4801936 1241556 00000000000  2 0            
N  513353    33 4802096 1241586 00000000000  2 0            
N  513353    34 4802336 1242006 00000000000  2 0            
N  513353    35 4802376 1241766 00000000000  4 0            
N  513353    36 4802376 1241796 00000000000  4 0            
N  513353    37 4802376 1241826 00000000000  4 0            
N  513353    38 4802386 1241756 00000000000  4 0            
N  513353    39 4802406 1241636 00000000000  5 0            
N  513353    40 4802436 1241386 00000000000  2 0            
N  513353    41 4802446 1241646 00000000000  2 0            
N  513353    42 4802626 1241736 00000000000  2 0            
N  513353    43 4802646 1241366 00000000000  2 0            
N  513353    44 4802676 1241346 00000000000  2 0            
N  513353    45 4802816 1241266 00000000000  2 0            
N  513353    46 4802846 1241836 00000000000  2 0            
N  513353    47 4802856 1241256 00000000000  2 0            
N  513353    48 4803275 1241986 00000000000  2 0            
N  513353    49 4803316 1241226 00000000000  2 0            
N  513353    50 4803355 1242066 00000000000  3 0            
N  513353    51 4803465 1242076 00000000000  2 0            
N  513353    52 4803765 1241596 00000000000  2 0            
N  513353    53 4803795 1241926 00000000000  2 0            
N  513353    54 4803825 1241916 00000000000  2 0            
N  513353    55 4803865 1241916 00000000000  1 0            
N  513353    56 4804015 1241586 00000000000  2 0            
N  513353    57 4804125 1241576 00000000000  2 0            
N  513353    58 4804445 1241586 00000000000  2 0            
N  513353    59 4804535 1241676 00000000000  2 0            
N  513353    60 4804565 1242116 00000000000  1 1513363    44
N  513353    61 4804585 1241916 00000000000  2 0            
N  513353    62 4803247 1242116 00000000000  1 1513363    70
N  513354     1 4806155 1242116 00000000000  1 1513364    10
N  513354     2 4806185 1242056 00000000000  2 0            
N  513354     3 4806295 1242016 00000000000  2 0            
N  513354     4 4806525 1241966 00000000000  2 0            
N  513354     5 4806615 1241956 00000000000  2 0            
N  513354     6 4806835 1241926 00000000000  3 0            
N  513354     7 4806945 1241416 00000000000  2 0            
N  513354     8 4806965 1241946 00000000000  2 0            
N  513354     9 4806975 1241546 00000000000  2 0            
N  513354    10 4807015 1241746 00000000000  2 0            
N  513354    11 4807035 1241956 00000000000  2 0            
N  513354    12 4807055 1241146 00000000000  2 0            
N  513354    13 4807065 1241196 00000000000  2 0            
N  513354    14 4807115 1241966 00000000000  2 0            
N  513354    15 4807385 1240636 00000000000  2 0            
N  513354    16 4807665 1242076 00000000000  1 0            
N  513354    17 4807715 1240656 00000000000  2 0            
N  513354    18 4807945 1240716 00000000000  2 0            
N  513354    19 4808045 1240796 00000000000  2 0            
N  513354    20 4808245 1240846 00000000000  2 0            
N  513354    21 4808385 1240806 00000000000  2 0            
N  513354    22 4808625 1240776 00000000000  2 0            
N  513354    23 4808665 1241896 00000000000  1 0            
N  513354    24 4808775 1240786 00000000000  2 0            
N  513354    25 4808785 1241756 00000000000  2 0            
N  513354    26 4808795 1240916 00000000000  2 0            
N  513354    27 4809015 1241456 00000000000  2 0            
N  513354    28 4809045 1241376 00000000000  2 0            
N  513354    29 4809135 1241316 00000000000  3 0            
N  513354    30 4809415 1241696 00000000000  2 0            
N  513354    31 4809465 1241726 00000000000  2 0            
N  513354    32 4809555 1241786 00000000000  2 0            
N  513354    33 4809715 1241836 00000000000  2 0            
N  513354    34 4809795 1241886 00000000000  2 0            
N  513354    35 4810045 1241876 00000000000  2 0            
N  513354    36 4810265 1241746 00000000000  1 0            
N  513355     1 4810265 1241746 00000000000  1 0            
N  513355     2 4810405 1241836 00000000000  2 1            
N  513355     3 4810495 1242006 00000000000  1 0            
N  513356     1 4815694 1241276 00000000000  2 0            
N  513356     2 4815704 1241186 00000000000  2 0            
N  513356     3 4815704 1242116 00000000000  1 1513366    13
N  513356     4 4815734 1241416 00000000000  2 0            
N  513356     5 4815734 1241946 00000000000  2 0            
N  513356     6 4815944 1240667 00000000000  2 0            
N  513356     7 4816154 1240607 00000000000  2 0            
N  513356     8 4816274 1240537 00000000000  2 0            
N  513356     9 4816304 1240507 00000000000  2 0            
N  513356    10 4816314 1240147 00000000000  2 0            
N  513356    11 4816374 1239927 00000000000  2 0            
N  513356    12 4816394 1240327 00000000000  2 0            
N  513356    13 4816424 1239827 00000000000  1 0            
N  513356    14 4816514 1240417 00000000000  3 0            
N  513356    15 4816644 1239747 00000000000  1 0            
N  513356    16 4816784 1240627 00000000000  2 0            
N  513356    17 4816814 1240647 00000000000  3 0            
N  513356    18 4816834 1240497 00000000000  2 0            
N  513356    19 4816834 1240527 00000000000  2 0            
N  513356    20 4816834 1240747 00000000000  2 0            
N  513356    21 4816844 1240447 00000000000  2 0            
N  513356    22 4816864 1239757 00000000000  2 0            
N  513356    23 4816964 1240877 00000000000  2 0            
N  513356    24 4816974 1240897 00000000000  2 0            
N  513356    25 4816984 1239117 00000000000  2 1            
N  513356    26 4817004 1239727 00000000000  2 0            
N  513356    27 4817004 1240937 00000000000  2 0            
N  513356    28 4817024 1239517 00000000000  1 0            
N  513356    29 4817024 1242076 00000000000  2 0            
N  513356    30 4817034 1242116 00000000000  1 1513366    40
N  513356    31 4817104 1240207 00000000000  2 0            
N  513356    32 4817134 1240047 00000000000  2 0            
N  513356    33 4817154 1239637 00000000000  2 0            
N  513356    34 4817184 1239917 00000000000  2 0            
N  513356    35 4817204 1239857 00000000000  2 0            
N  513356    36 4817244 1239597 00000000000  2 0            
N  513356    37 4817274 1240907 00000000000  3 0            
N  513356    38 4817294 1239767 00000000000  2 0            
N  513356    39 4817414 1239577 00000000000  2 0            
N  513356    40 4817444 1239637 00000000000  2 0            
N  513356    41 4817624 1241067 00000000000  2 0            
N  513356    42 4817754 1241117 00000000000  2 0            
N  513356    43 4817784 1236107 00000000000  1 0            
N  513356    44 4818014 1241177 00000000000  2 0            
N  513356    45 4818084 1241167 00000000000  2 0            
N  513356    46 4818394 1242116 00000000000  1 1513366    76
N  513356    47 4818434 1241067 00000000000  2 0            
N  513356    48 4818654 1242096 00000000000  2 0            
N  513356    49 4818674 1241976 00000000000  2 0            
N  513356    50 4818924 1240907 00000000000  2 0            
N  513356    51 4819084 1240897 00000000000  2 0            
N  513356    52 4819094 1242106 00000000000  2 0            
N  513356    53 4819264 1240797 00000000000  1 0            
N  513356    54 4819264 1242036 00000000000  2 0            
N  513356    55 4819294 1241956 00000000000  1 0            
N  513357     1 4819264 1240797 00000000000  1 0            
N  513357     2 4819404 1240687 00000000000  2 1            
N  513357     3 4819594 1241857 00000000000  1 0            
N  513357     4 4819604 1240527 00000000000  2 0            
N  513357     5 4819684 1240527 00000000000  2 0            
N  513357     6 4819694 1241827 00000000000  2 0            
N  513357     7 4819904 1241887 00000000000  2 0            
N  513357     8 4819994 1241857 00000000000  2 0            
N  513357     9 4820074 1241687 00000000000  2 0            
