H  NLA       N01-07L-2K 21996  80
   17591    5425   12166       0       0       0       0
N  533967     1 5034743 1290585 00000000000  1 0            
N  533967     2 5035173 1291215 00000000000  1 0            
N  533967     3 5035383 1290455 00000000000  1 1533966    89
N  533967     4 5035383 1290515 00000000000  2 1            
N  533967     5 5035383 1291225 00000000000  2 1            
N  533967     6 5035382 1292325 00000000000  1 1533966    90
N  533967     7 5035513 1290615 00000000000  2 0            
N  533967     8 5035563 1290685 00000000000  2 0            
N  533967     9 5035583 1290475 00000000000  2 0            
N  533967    10 5035643 1290465 00000000000  2 0            
N  533967    11 5035663 1290895 00000000000  2 0            
N  533967    12 5035663 1291075 00000000000  2 0            
N  533967    13 5035703 1290315 00000000000  2 0            
N  533967    14 5035713 1290345 00000000000  2 0            
N  533967    15 5035713 1290455 00000000000  4 0            
N  533967    16 5035723 1290395 00000000000  2 0            
N  533967    17 5035723 1290485 00000000000  2 0            
N  533967    18 5035723 1290505 00000000000  2 0            
N  533967    19 5035733 1290285 00000000000  2 0            
N  533967    20 5035732 1291905 00000000000  2 0            
N  533967    21 5035763 1290375 00000000000  2 0            
N  533967    22 5035763 1290455 00000000000  2 0            
N  533967    23 5035762 1291115 00000000000  2 0            
N  533967    24 5035783 1290455 00000000000  2 0            
N  533967    25 5035813 1290215 00000000000  2 0            
N  533967    26 5035812 1291195 00000000000  2 0            
N  533967    27 5035823 1290105 00000000000  1 0            
N  533967    28 5035822 1291405 00000000000  2 0            
N  533967    29 5035842 1291725 00000000000  2 0            
N  533967    30 5035853 1290445 00000000000  3 0            
N  533967    31 5035863 1290525 00000000000  2 0            
N  533967    32 5035923 1290445 00000000000  2 0            
N  533967    33 5035942 1290955 00000000000  4 0            
N  533967    34 5035942 1291355 00000000000  2 0            
N  533967    35 5035962 1290995 00000000000  2 0            
N  533967    36 5035972 1291195 00000000000  2 0            
N  533967    37 5035983 1290445 00000000000  2 0            
N  533967    38 5036002 1290905 00000000000  2 0            
N  533967    39 5036042 1291435 00000000000  2 0            
N  533967    40 5036073 1290445 00000000000  2 0            
N  533967    41 5036102 1291465 00000000000  2 0            
N  533967    42 5036142 1290435 00000000000  2 0            
N  533967    43 5036212 1291515 00000000000  2 0            
N  533967    44 5036253 1290045 00000000000  1 0            
N  533967    45 5036262 1290105 00000000000  2 0            
N  533967    46 5036282 1291555 00000000000  2 0            
N  533967    47 5036312 1290355 00000000000  2 0            
N  533967    48 5036322 1290395 00000000000  3 0            
N  533967    49 5036352 1290655 00000000000  2 0            
N  533967    50 5036372 1290695 00000000000  2 0            
N  533967    51 5036382 1291595 01000000000  2 0            
N  533967    52 5036442 1290815 00000000000  2 0            
N  533967    53 5036442 1292025 00000000000  2 0            
N  533967    54 5036452 1290865 00000000000  2 0            
N  533967    55 5036472 1291805 00000000000  3 0            
N  533967    56 5036492 1291745 00000000000  2 0            
N  533967    57 5036492 1292285 00000000000  2 0            
N  533967    58 5036502 1291665 00000000000  2 0            
N  533967    59 5036512 1291185 00000000000  2 0            
