# label, type1, x1, y1, type2, x2, y2, ...
çbï{ã ï‰íÜìπê¸,0,394423.06,-3932257.0,1,394296.44,-3932197.0,1,394118.38,-3932045.8
çbï{ã ï‰íÜìπê¸,0,391625.78,-3934133.0,1,391751.25,-3934100.8,1,391750.12,-3934008.8
çëìπ140çÜ,0,393141.53,-3934572.2,1,392937.62,-3934363.0,1,392861.0,-3934271.8,1,392532.3,-3934152.8,1,392103.28,-3934066.0,1,391952.62,-3934098.5,1,391726.1,-3934101.2,1,391422.9,-3934012.8
çbï{ã ï‰íÜìπê¸,0,392113.94,-3932868.0,1,392156.1,-3932815.2,1,392289.5,-3932813.8,1,392391.25,-3932689.8,1,392506.06,-3932605.5,1,392711.2,-3932495.5,1,392844.28,-3932466.2,1,393027.5,-3932418.0,1,393281.94,-3932218.2,1,393466.06,-3932032.0,1,393561.0,-3931969.2,1,393592.47,-3931864.5,1,393586.9,-3931821.8,1,393654.75,-3931808.5,1,393738.16,-3931835.2,1,393941.03,-3931955.5,1,394041.75,-3931954.5,1,394118.38,-3932045.8
çbï{ã ï‰íÜìπê¸,0,391602.06,-3934253.2,1,391625.78,-3934133.0
çbï{ã ï‰íÜìπê¸,0,392113.94,-3932868.0,1,392038.78,-3932899.8
çëìπ140çÜ,0,391422.9,-3934012.8,1,391068.25,-3933832.8,1,390890.9,-3933742.8,1,390661.72,-3933530.8
çbï{ã ï‰íÜìπê¸,0,392038.78,-3932899.8,1,391865.16,-3933116.8,1,391867.03,-3933270.2
çbï{ã ï‰íÜìπê¸,0,391867.03,-3933270.2,1,391895.94,-3933577.0,1,391823.03,-3933793.0
çbï{ã ï‰íÜìπê¸,0,391823.03,-3933793.0,1,391750.12,-3934008.8
îBçËã˘å`ñLïxê¸,0,391602.06,-3934253.2,1,391625.78,-3934133.0
