# label, type1, x1, y1, type2, x2, y2, ...
çëìπ102çÜ,0,566410.4,-4489715.5,1,567479.7,-4490235.0,1,568507.7,-4490625.0,1,568898.06,-4490843.5,1,569361.7,-4491271.5,1,570030.7,-4491585.0,1,570699.44,-4491677.5,1,571470.56,-4491626.5
çëìπ102çÜ,0,564579.9,-4487264.5,1,565158.3,-4487518.5,1,565389.75,-4487664.5,1,565689.2,-4488091.0,1,565959.5,-4488885.5,1,566166.4,-4489406.5,1,566410.4,-4489715.5
å‹èäêÏå¥çïêŒê¸,0,572025.75,-4492522.0,1,572061.06,-4492759.0,1,571783.2,-4492827.0,1,571769.5,-4492784.0,1,571241.75,-4492944.5,1,570831.44,-4493109.5,1,570554.56,-4493318.5,1,570414.6,-4493465.0,1,570162.9,-4493508.5,1,570023.1,-4493627.0,1,569907.56,-4493678.0,1,569813.94,-4493643.5,1,569734.6,-4493836.0,1,569528.44,-4494027.5,1,569204.4,-4494273.5,1,569128.7,-4494331.0,1,569075.9,-4494450.0,1,569027.2,-4494637.0,1,568899.44,-4494992.0,1,568794.7,-4495141.5,1,568595.56,-4495339.0,1,568384.4,-4495322.0,1,568198.9,-4495320.0,1,568029.3,-4495377.0,1,567721.56,-4495386.5,1,567685.4,-4495239.0,1,567511.56,-4495240.5,1,567274.3,-4495250.5,1,567153.6,-4495347.5,1,566820.1,-4495357.0,1,566742.06,-4495420.5,1,566718.0,-4495482.0
ëÂòkòQâ™ê¸,0,572386.25,-4491454.0,1,572209.9,-4490746.0,1,571618.3,-4489954.5,1,571556.3,-4489806.5,1,571485.4,-4489603.0,1,571499.06,-4489403.5,1,571518.5,-4489093.5,1,571012.25,-4488453.0,1,570133.06,-4487471.5,1,570052.4,-4487298.5,1,570023.8,-4486340.5
çOëOä¬èÛê¸,0,563868.0,-4490762.0,1,563966.06,-4490833.5,1,564235.1,-4490971.0,1,564502.25,-4491596.5,1,564575.2,-4491578.5,1,564777.75,-4491525.0,1,564981.2,-4491631.5,1,565257.7,-4491719.5,1,565596.94,-4491879.5,1,565779.56,-4491945.5,1,566395.4,-4491392.0,1,566652.4,-4491290.0,1,566641.06,-4491243.5,1,566679.1,-4491195.0,1,566703.56,-4491084.5,1,566905.44,-4490850.0,1,566990.06,-4490841.5,1,567037.56,-4490786.5,1,567150.25,-4490800.0,1,567251.94,-4490727.0
