# label, type1, x1, y1, type2, x2, y2, ...
â∫äóä†êÏêKê¸,0,-153806.56,-3799605.5,1,-153959.27,-3799684.2,1,-154022.12,-3799824.5,1,-153839.9,-3799985.2,1,-153790.5,-3800062.2,1,-153754.2,-3800100.0,1,-153704.66,-3799954.2,1,-153694.64,-3800099.0,1,-153662.86,-3800146.2,1,-153651.72,-3800232.2,1,-153429.45,-3800260.2,1,-153341.64,-3800443.0,1,-153274.16,-3800481.8,1,-153235.86,-3800435.8,1,-153134.16,-3800407.0,1,-153102.8,-3800448.2,1,-153127.77,-3800499.5,1,-152773.38,-3800639.0,1,-152694.67,-3800615.0,1,-152620.31,-3800641.0,1,-152517.55,-3800627.8,1,-152302.34,-3800891.5,1,-152191.05,-3800964.2,1,-152169.61,-3801049.2,1,-151981.92,-3801290.2,1,-151967.56,-3801348.0,1,-151981.39,-3801447.8,1,-152046.61,-3801554.5,1,-152079.45,-3801791.8,1,-152271.42,-3801826.5,1,-152378.23,-3801818.5,1,-152522.45,-3801794.2,1,-152587.55,-3801752.2,1,-152705.97,-3801726.5,1,-152767.27,-3801777.0,1,-152923.94,-3801760.0,1,-153049.36,-3801932.5,1,-152938.42,-3802225.0,1,-152846.44,-3802243.5,1,-152792.53,-3802311.0,1,-152694.42,-3802492.8,1,-152634.52,-3802572.2,1,-152583.42,-3802674.0,1,-152506.36,-3802814.0,1,-152470.53,-3802919.8,1,-152482.39,-3802973.2,1,-152535.48,-3802992.5,1,-152613.9,-3802945.2
