# label, type1, x1, y1, type2, x2, y2, ...
東松山越生線,0,460623.16,-3977216.2,1,460522.72,-3977155.2,1,460447.6,-3977155.5,1,460397.1,-3977063.8,1,460271.47,-3976972.2
東松山越生線,0,463562.62,-3979506.2,1,463689.22,-3979843.5,1,463739.78,-3979966.2,1,463890.25,-3980027.0,1,463890.5,-3980088.2,1,464015.66,-3980087.8,1,464116.2,-3980179.5
東松山越生線,0,463182.47,-3978402.5,1,463206.72,-3978218.2,1,463105.78,-3978034.5,1,463079.72,-3977789.0,1,463103.97,-3977604.5
東松山越生線,0,463562.62,-3979506.2,1,463410.88,-3979138.5,1,463310.22,-3979016.0,1,463259.12,-3978770.8,1,463257.84,-3978463.8,1,463182.47,-3978402.5
東松山越生線,0,463103.97,-3977604.5,1,462853.84,-3977667.0,1,462628.47,-3977668.0,1,462378.2,-3977699.8,1,462202.78,-3977669.8,1,461776.56,-3977549.0,1,461401.1,-3977581.2
東松山越生線,0,460975.4,-3977583.0,1,460623.16,-3977216.2
東松山越生線,0,461401.1,-3977581.2,1,461125.9,-3977643.8,1,460975.4,-3977583.0
