# label, type1, x1, y1, type2, x2, y2, ...
11_2_ë¸å©ê¸_ìåì˙ñ{ó∑ãqìSìπ,0,432096.72,-4118244.5,1,432079.7,-4118220.0,1,432071.56,-4118204.2,1,432056.16,-4118152.5,1,432047.03,-4118121.0,1,431961.06,-4117854.5,1,431868.7,-4117601.2,1,431836.62,-4117519.0,1,431818.6,-4117483.8,1,431781.06,-4117427.0,1,431734.56,-4117370.2,1,431627.3,-4117248.2,1,431479.3,-4117079.5,1,431296.88,-4116868.8,1,431244.8,-4116814.5,1,431188.16,-4116766.0,1,431129.16,-4116721.8,1,431047.22,-4116668.5,1,430967.78,-4116623.2,1,430902.84,-4116588.5,1,430733.8,-4116498.0,1,430702.72,-4116481.5,1,430669.56,-4116464.0,1,430577.7,-4116415.2,1,430343.62,-4116292.5,1,430129.62,-4116180.2,1,430114.78,-4116168.0,1,430103.72,-4116158.8,1,430078.47,-4116134.2,1,430056.4,-4116104.5,1,430042.44,-4116079.8,1,430033.38,-4116054.2,1,430025.06,-4116015.8,1,430022.28,-4115968.2,1,430025.84,-4115919.8,1,430027.28,-4115899.8,1,430031.94,-4115874.0,1,430035.66,-4115840.2
11_2_ë¸å©ê¸_ìåì˙ñ{ó∑ãqìSìπ,0,432096.72,-4118244.5,1,432079.7,-4118220.0,1,432071.56,-4118204.2,1,432056.16,-4118152.5,1,432047.03,-4118121.0,1,431961.06,-4117854.5,1,431868.7,-4117601.2,1,431836.62,-4117519.0,1,431818.6,-4117483.8,1,431781.06,-4117427.0,1,431734.56,-4117370.2,1,431627.3,-4117248.2,1,431479.3,-4117079.5,1,431296.88,-4116868.8,1,431244.8,-4116814.5,1,431188.16,-4116766.0,1,431129.16,-4116721.8,1,431047.22,-4116668.5,1,430967.78,-4116623.2,1,430902.84,-4116588.5,1,430733.8,-4116498.0,1,430702.72,-4116481.5,1,430669.56,-4116464.0,1,430577.7,-4116415.2,1,430343.62,-4116292.5,1,430129.62,-4116180.2,1,430114.78,-4116168.0,1,430103.72,-4116158.8,1,430078.47,-4116134.2,1,430056.4,-4116104.5,1,430042.44,-4116079.8,1,430033.38,-4116054.2,1,430025.06,-4116015.8,1,430022.28,-4115968.2,1,430025.84,-4115919.8,1,430027.28,-4115899.8,1,430031.94,-4115874.0,1,430035.66,-4115840.2
