# label, type1, x1, y1, type2, x2, y2, ...
国道193号,0,-6008.589,-3771742.8,1,-6034.3604,-3771744.2,1,-6058.4893,-3771776.2,1,-6058.4893,-3771776.2,1,-6082.618,-3771808.5,1,-6108.389,-3771809.8,1,-6134.1606,-3771811.2,1,-6110.0317,-3771779.0,1,-6110.0317,-3771779.0,1,-6084.2607,-3771777.8
国道193号,0,-5281.36,-3770840.8,1,-5334.5464,-3770812.8,1,-5360.32,-3770814.0,1,-5411.8667,-3770816.8,1,-5439.2803,-3770787.5,1,-5465.0537,-3770788.8,1,-5516.601,-3770791.5,1,-5568.1484,-3770794.2,1,-5618.055,-3770827.8,1,-5669.6025,-3770830.5
国道193号,0,-5486.118,-3772332.0,1,-5461.9897,-3772300.0,1,-5436.22,-3772298.5,1,-5436.22,-3772298.5,1,-5437.861,-3772267.8,1,-5463.6304,-3772269.2,1,-5489.4,-3772270.5,1,-5492.6816,-3772209.0,1,-5492.6816,-3772209.0,1,-5468.5527,-3772176.8
神山川島線,0,-2549.4226,-3773132.8,1,-2573.5562,-3773165.0,1,-2546.1587,-3773194.2,1,-2518.7615,-3773223.8,1,-2467.231,-3773221.0,1,-2518.7615,-3773223.8,1,-2544.5269,-3773225.0,1,-2571.9243,-3773195.8,1,-2597.6897,-3773197.0,1,-2599.3218,-3773166.2
神山川島線,0,-2614.6912,-3771902.5,1,-2613.0596,-3771933.2,1,-2661.334,-3771997.5,1,-2737.0083,-3772032.5,1,-2815.9463,-3772005.8,1,-2891.6204,-3772040.5,1,-2889.9878,-3772071.2,1,-2835.186,-3772130.0,1,-2756.2488,-3772156.8,1,-2601.639,-3772148.5
国道193号,0,-6524.5854,-3774176.0,1,-6650.1206,-3774244.5,1,-6799.773,-3774345.0,1,-6770.716,-3774405.0,1,-6894.6,-3774504.2,1,-6838.1313,-3774593.8,1,-6953.778,-3774846.5,1,-7079.302,-3774915.0,1,-6972.953,-3774971.0
国道193号,0,-5170.071,-3770989.0,1,-5142.6587,-3771018.5,1,-5116.886,-3771017.0,1,-5065.3403,-3771014.2,1,-5013.795,-3771011.5,1,-4962.2495,-3771008.8,1,-4936.4766,-3771007.5,1,-4912.3423,-3770975.5,1,-4886.5693,-3770974.0,1,-4886.5693,-3770974.0
国道193号,0,-5770.0806,-3771853.5,1,-5742.668,-3771883.0,1,-5716.897,-3771881.5,1,-5666.9966,-3771848.0
神山川島線,0,-2401.355,-3773001.5,1,-2427.1208,-3773003.0,1,-2427.1208,-3773003.0,1,-2478.6526,-3773005.8,1,-2477.021,-3773036.5,1,-2501.155,-3773068.5,1,-2499.5234,-3773099.2,1,-2525.289,-3773100.8,1,-2549.4226,-3773132.8,1,-2549.4226,-3773132.8
国道193号,0,-7301.2856,-3775111.8,1,-7454.2163,-3775150.8,1,-7634.559,-3775160.5,1,-7682.7866,-3775224.8,1,-7837.3657,-3775233.0,1,-7832.4155,-3775325.2,1,-7878.9907,-3775420.2,1,-7954.629,-3775455.0
国道193号,0,-5669.6025,-3770830.5,1,-5693.7354,-3770862.5,1,-5746.924,-3770834.5,1,-5746.924,-3770834.5,1,-5748.5645,-3770803.8,1,-5750.2056,-3770773.0,1,-5751.846,-3770742.2,1,-5753.4873,-3770711.5,1,-5780.902,-3770682.2,1,-5806.6763,-3770683.5
神山川島線,0,-3317.9448,-3774715.5,1,-3121.2646,-3775013.5
