# label, type1, x1, y1, type2, x2, y2, ...
çaå˚îåëæê¸,0,-87025.305,-3925824.8,1,-86519.02,-3926234.0,1,-86354.67,-3926211.0,1,-85042.85,-3926886.5,1,-84110.19,-3926910.0,1,-83744.55,-3926725.8,1,-83479.805,-3926835.5,1,-83209.375,-3927151.8,1,-82990.06,-3927190.2,1,-82762.266,-3927321.0,1,-82428.24,-3927753.8,1,-81988.01,-3927935.5,1,-81682.85,-3927882.0,1,-81044.46,-3928131.5,1,-80698.945,-3928665.5,1,-80189.25,-3927907.0,1,-79960.35,-3927024.2,1,-79890.11,-3926887.0
çaå˚îåëæê¸,0,-74416.69,-3924371.2,1,-74651.34,-3924732.0,1,-74769.375,-3924721.0,1,-74803.01,-3924593.2,1,-74934.53,-3924530.5,1,-74949.96,-3924568.8,1,-74879.41,-3924635.2,1,-74887.2,-3924753.0,1,-75113.08,-3924931.0,1,-75339.96,-3924893.0,1,-75766.305,-3925086.8,1,-75930.086,-3924998.2,1,-76012.516,-3925145.5,1,-76789.875,-3925154.5,1,-77315.44,-3924993.2,1,-77750.22,-3925095.0,1,-77962.234,-3925528.8,1,-78451.52,-3925615.5,1,-78925.15,-3926383.8,1,-78918.88,-3926402.0,1,-79025.86,-3926563.2,1,-79133.12,-3926601.0,1,-79205.484,-3926784.8,1,-79890.11,-3926887.0
