# label, type1, x1, y1, type2, x2, y2, ...
12_4_ãeírê¸_åFñ{ìdãCìSìπ,0,-344691.6,-3670145.8,1,-344647.03,-3670220.2,1,-344608.88,-3670286.8,1,-344576.22,-3670336.5,1,-344553.38,-3670375.5,1,-344521.8,-3670440.8,1,-344502.5,-3670477.2,1,-344469.78,-3670527.0
12_4_ãeírê¸_åFñ{ìdãCìSìπ,0,-344691.6,-3670145.8,1,-344647.03,-3670220.2,1,-344608.88,-3670286.8,1,-344576.22,-3670336.5,1,-344553.38,-3670375.5,1,-344521.8,-3670440.8,1,-344502.5,-3670477.2,1,-344469.78,-3670527.0
