# label, type1, x1, y1, type2, x2, y2, ...
国道226号,0,-412251.9,-3506121.5,1,-412294.66,-3505938.2,1,-412214.34,-3505931.5,1,-412139.34,-3505862.8,1,-412174.12,-3505772.5,1,-412109.78,-3505580.2,1,-411954.44,-3505504.8,1,-411852.7,-3505433.8,1,-411807.12,-3505336.5,1,-411841.88,-3505246.0,1,-411855.2,-3505091.5,1,-411769.53,-3505146.5,1,-411670.56,-3505356.0,1,-411509.9,-3505342.2,1,-411413.47,-3505209.5,1,-411429.44,-3505024.2,1,-411354.44,-3504955.5,1,-411314.2,-3504796.5,1,-411207.06,-3504787.2,1,-411115.94,-3504592.8,1,-410982.06,-3504581.5,1,-410995.34,-3504427.0,1,-410866.78,-3504353.8,1,-410781.12,-3504408.8,1,-410735.56,-3504311.5,1,-410746.2,-3504187.8,1,-410582.88,-3504205.0,1,-410513.16,-3504074.8,1,-410547.9,-3503984.2
加世田川辺線,0,-407874.94,-3509981.2,1,-407866.97,-3510074.0,1,-407567.3,-3510110.8,1,-407511.12,-3510137.0,1,-407479.06,-3510196.5,1,-407396.12,-3510220.8
国道226号,0,-407396.12,-3510220.8,1,-407537.88,-3510139.2,1,-407623.47,-3510084.5,1,-407920.5,-3510078.5,1,-408145.22,-3509973.2,1,-408279.0,-3509984.5,1,-408466.16,-3509689.2,1,-408463.3,-3509409.0,1,-408506.03,-3509225.8,1,-408621.03,-3509142.2,1,-408837.8,-3509129.5,1,-409006.38,-3509050.5,1,-409381.06,-3509082.5,1,-409758.44,-3509083.5
国道226号,0,-409758.44,-3509083.5,1,-410055.5,-3509077.8,1,-410173.38,-3509274.5,1,-410277.75,-3509314.5,1,-410617.72,-3509436.8,1,-410746.22,-3509510.0,1,-410952.34,-3509621.0,1,-411032.62,-3509627.8,1,-411126.34,-3509791.5,1,-411094.25,-3509851.0,1,-410973.88,-3509996.2,1,-410821.4,-3510201.2,1,-410786.66,-3510291.5,1,-410794.78,-3510510.0,1,-410885.8,-3510704.8,1,-410963.44,-3510742.2,1,-411118.7,-3510817.8,1,-411255.16,-3510798.5,1,-411394.3,-3510748.0,1,-411463.94,-3510878.5,1,-411576.3,-3510825.8,1,-411916.12,-3510637.0,1,-412073.97,-3510370.2,1,-412092.66,-3510154.0,1,-412130.1,-3510032.8,1,-412159.5,-3510004.2,1,-412210.38,-3510039.5,1,-412312.2,-3510421.8,1,-412298.8,-3510576.2,1,-412389.88,-3510770.8,1,-412389.94,-3511082.0,1,-412502.38,-3511340.8,1,-412456.94,-3511554.8,1,-412505.1,-3511621.0,1,-412612.16,-3511630.2,1,-412684.44,-3511729.8,1,-412705.84,-3511793.8,1,-412644.3,-3511882.0,1,-412689.8,-3511979.2,1,-412700.53,-3512167.0,1,-412775.75,-3512232.5,1,-412909.56,-3512244.0,1,-412984.5,-3512312.5,1,-413067.44,-3512288.5,1,-413171.8,-3512328.5,1,-413260.1,-3512242.8,1,-413530.38,-3512234.8,1,-413715.03,-3512281.8,1,-413848.84,-3512293.2,1,-413918.44,-3512423.8
加世田川辺線,0,-408452.5,-3509221.2,1,-408442.06,-3509656.0,1,-408375.25,-3509806.0,1,-408284.34,-3509922.8,1,-408201.38,-3509946.8,1,-408123.75,-3509909.0,1,-408089.03,-3509999.5,1,-408062.28,-3509997.2,1,-407957.88,-3509957.2,1,-407874.94,-3509981.2
加世田川辺線,0,-408677.22,-3509116.0,1,-408621.03,-3509142.2,1,-408564.84,-3509168.5,1,-408538.1,-3509166.2,1,-408508.7,-3509195.0,1,-408508.7,-3509195.0,1,-408479.25,-3509223.5,1,-408452.5,-3509221.2
加世田川辺線,0,-410001.97,-3509073.0,1,-409894.9,-3509064.0,1,-409841.38,-3509059.5,1,-409761.1,-3509052.5
加世田川辺線,0,-409761.1,-3509052.5,1,-409571.1,-3509067.5,1,-409354.3,-3509080.2,1,-409006.38,-3509050.5,1,-408979.6,-3509048.2,1,-408950.2,-3509076.8,1,-408950.2,-3509076.8,1,-408730.75,-3509120.5,1,-408677.22,-3509116.0
国道226号,0,-410668.12,-3503527.8,1,-410759.1,-3503411.0,1,-410767.06,-3503318.2,1,-410852.72,-3503263.2,1,-410892.8,-3503111.0,1,-410871.34,-3503047.0,1,-410820.44,-3503011.5,1,-410881.97,-3502923.2,1,-410793.53,-3502822.5
国道226号,0,-410793.53,-3502822.5,1,-410728.12,-3502736.0,1,-410830.9,-3502639.0,1,-410892.4,-3502519.8,1,-411021.53,-3502586.8,1,-411017.72,-3502474.2,1,-411016.06,-3502368.2,1,-410933.28,-3502327.0,1,-411021.06,-3502247.5,1,-411026.38,-3502185.5,1,-410965.53,-3502108.8,1,-410957.47,-3502046.0,1,-410908.72,-3502048.0,1,-410866.03,-3501916.8,1,-410788.6,-3501844.8,1,-410654.72,-3501895.8,1,-410562.78,-3501772.8,1,-410518.53,-3501691.0,1,-410553.3,-3501631.8,1,-410631.25,-3501635.2,1,-410681.06,-3501652.0,1,-410756.84,-3501649.0,1,-410749.84,-3501573.8,1,-410569.78,-3501471.2,1,-410515.22,-3501541.5,1,-410405.94,-3501557.0,1,-410379.62,-3501455.2,1,-410334.56,-3501351.8,1,-410368.94,-3501140.0,1,-410330.28,-3501024.5,1,-410330.5,-3500959.2,1,-410115.16,-3500922.2,1,-410089.44,-3500938.8,1,-410065.6,-3500902.5,1,-410036.34,-3500865.8,1,-410108.62,-3500809.8,1,-410146.1,-3500750.8,1,-410132.66,-3500718.5,1,-409972.25,-3500732.8,1,-409925.34,-3500682.0,1,-409949.9,-3500615.8,1,-409909.4,-3500522.0,1,-409973.6,-3500403.0,1,-409897.97,-3500309.5,1,-409843.6,-3500283.0,1,-409776.3,-3500218.2,1,-409839.22,-3500176.8,1,-409835.4,-3500126.8,1,-409688.62,-3500108.0,1,-409573.72,-3500126.2,1,-409490.16,-3500125.5,1,-409451.88,-3500131.5,1,-409394.5,-3500076.8,1,-409313.06,-3500051.2,1,-409315.94,-3499986.0,1,-409397.6,-3499946.2,1,-409439.38,-3499931.2,1,-409521.1,-3499953.8,1,-409587.22,-3499906.5,1,-409608.6,-3499846.0,1,-409512.5,-3499330.5,1,-409499.56,-3499229.8,1,-409481.88,-3499216.0,1,-409657.4,-3499025.5,1,-409738.56,-3499023.0,1,-409790.75,-3498949.5,1,-409825.78,-3498887.2,1,-409911.2,-3498835.2,1,-409900.94,-3498766.0,1,-409945.66,-3498717.0,1,-409902.47,-3498654.0,1,-409936.94,-3498566.8,1,-410006.0,-3498516.5,1,-409971.62,-3498414.0,1,-409916.1,-3498337.8,1,-409896.78,-3498311.2,1,-410036.62,-3498317.0,1,-410087.6,-3498383.5,1,-410132.78,-3498297.0,1,-410160.03,-3498199.8,1,-410167.25,-3498178.5,1,-410162.94,-3498134.8,1,-410202.0,-3498088.2,1,-410247.0,-3498098.2,1,-410265.7,-3498006.5,1,-410316.22,-3497889.2,1,-410346.7,-3497817.2,1,-410341.53,-3497751.5,1,-410388.44,-3497771.0,1,-410433.7,-3497715.8,1,-410396.12,-3497681.5,1,-410440.03,-3497641.5,1,-410412.06,-3497527.2,1,-410394.3,-3497419.8,1,-410356.22,-3497391.8,1,-410275.6,-3497388.0,1,-410288.94,-3497326.8,1,-410258.34,-3497274.5
国道226号,0,-410547.9,-3503984.2,1,-410499.7,-3503918.0,1,-410609.44,-3503896.0,1,-410590.66,-3503801.2,1,-410673.62,-3503777.0,1,-410496.8,-3503637.5,1,-410504.78,-3503544.8,1,-410668.12,-3503527.8
