# label, type1, x1, y1, type2, x2, y2, ...
çëìπ457çÜ,0,597398.0,-4265532.0,1,597424.44,-4265348.0,1,597475.5,-4265133.5,1,597458.06,-4264580.5,1,597442.25,-4264089.0,1,597374.9,-4263658.5,1,597404.0,-4263259.5,1,597408.1,-4262921.5,1,597483.3,-4262707.5,1,597007.44,-4262026.5,1,596867.0,-4261625.5,1,596680.75,-4261009.0,1,596706.1,-4260917.0,1,596852.5,-4260826.5,1,596907.6,-4260274.5,1,597155.4,-4259817.0,1,597453.06,-4259237.0,1,597710.6,-4257981.0,1,598205.25,-4257158.0,1,598114.4,-4256665.5,1,598067.8,-4256511.5,1,597948.56,-4256356.5,1,597924.7,-4256325.5
çëìπ457çÜ,0,597924.7,-4256325.5,1,597784.25,-4255924.5,1,597816.4,-4255280.0,1,597796.94,-4254884.0,1,597803.4,-4254362.0,1,597904.44,-4254025.5,1,598100.5,-4253843.5,1,598200.1,-4253629.5,1,598227.4,-4253384.5,1,598206.9,-4253077.0,1,598211.4,-4252708.5,1,598287.9,-4252402.5,1,598609.8,-4251853.5
