# label, type1, x1, y1, type2, x2, y2, ...
çëìπ429çÜ,0,-46942.824,-3847364.0,1,-46860.586,-3847451.8,1,-46750.938,-3847569.0,1,-46463.957,-3847644.8,1,-46438.363,-3847643.2
çëìπ429çÜ,0,-47525.562,-3845762.2,1,-47465.27,-3845913.0,1,-47342.867,-3846245.5,1,-47337.41,-3846337.8,1,-47328.312,-3846491.5,1,-47043.25,-3846968.8,1,-46957.37,-3847118.0,1,-46928.14,-3847178.0
çëìπ429çÜ,0,-47653.434,-3845337.5,1,-47587.676,-3845580.8,1,-47525.562,-3845762.2
éRózé©ìÆé‘ìπ,0,-44226.508,-3847698.8,1,-44229.867,-3847205.2,1,-44229.6,-3846773.0,1,-44271.477,-3846497.8,1,-44441.336,-3846229.8,1,-44585.6,-3845960.5,1,-44769.957,-3845446.5,1,-44954.324,-3844932.5,1,-45160.684,-3844481.5,1,-45469.473,-3844036.5,1,-45686.98,-3843833.2,1,-45974.055,-3843757.5
çëìπ429çÜ,0,-47911.01,-3844457.5,1,-47848.89,-3844639.0,1,-47797.812,-3845068.2,1,-47719.19,-3845094.5,1,-47653.434,-3845337.5
çëìπ429çÜ,0,-46928.14,-3847178.0,1,-46922.688,-3847270.2,1,-46946.46,-3847302.5,1,-46942.824,-3847364.0
çëìπ429çÜ,0,-46438.363,-3847643.2,1,-46301.312,-3847789.5,1,-46144.12,-3847842.0
