# label, type1, x1, y1, type2, x2, y2, ...
çëìπ121çÜ,0,513035.34,-4163762.2,1,512961.47,-4164007.8,1,512912.12,-4164222.5,1,512911.78,-4164437.5,1,512935.94,-4164652.5,1,512984.5,-4164928.8,1,513033.16,-4165143.8,1,513057.3,-4165358.8,1,513081.4,-4165604.5,1,513129.8,-4165973.0,1,513105.03,-4166157.0,1,513031.3,-4166310.5,1,512908.62,-4166463.8,1,512785.97,-4166586.5,1,512687.94,-4166647.8,1,512540.88,-4166739.5,1,512393.75,-4166862.2,1,512222.25,-4166923.2,1,512075.2,-4167015.2,1,511977.16,-4167076.5,1,511879.12,-4167137.8,1,511732.06,-4167229.8,1,511609.5,-4167321.5,1,511560.44,-4167383.0,1,511486.84,-4167475.0
çëìπ121çÜ,0,511483.94,-4169559.8,1,511532.7,-4169713.2,1,511581.28,-4169959.0,1,511605.6,-4170081.8,1,511654.28,-4170266.0,1,511752.0,-4170419.8,1,511849.75,-4170512.0,1,511971.97,-4170635.0,1,512118.5,-4170850.0,1,512191.72,-4171003.8,1,512240.47,-4171126.5,1,512362.53,-4171341.8,1,512484.66,-4171495.2,1,512606.75,-4171679.8,1,512753.4,-4171802.8,1,512924.47,-4171956.5,1,513071.06,-4172110.2,1,513193.28,-4172202.8,1,513339.84,-4172356.5,1,513510.9,-4172510.2,1,513584.16,-4172602.5,1,513706.34,-4172694.8,1,513779.66,-4172756.2,1,513877.4,-4172848.5
çëìπ121çÜ,0,511486.84,-4167475.0,1,511437.78,-4167536.2,1,511364.16,-4167659.0,1,511315.06,-4167751.0,1,511265.97,-4167843.0,1,511192.3,-4167996.5
çëìπ121çÜ,0,513877.4,-4172848.5,1,514048.47,-4172971.5,1,514195.06,-4173094.8,1,514390.5,-4173279.2,1,514561.56,-4173402.2,1,514708.16,-4173525.5,1,514805.97,-4173556.2,1,514879.22,-4173648.5,1,515025.84,-4173741.0,1,515148.06,-4173802.5,1,515245.72,-4173925.5,1,515245.47,-4174048.2,1,515343.0,-4174232.8,1,515367.2,-4174386.2,1,515415.88,-4174509.2,1,515464.62,-4174601.5,1,515464.62,-4174601.5,1,515464.47,-4174693.5,1,515562.03,-4174847.2,1,515708.47,-4175031.8,1,515830.47,-4175185.5,1,515952.38,-4175400.5,1,516050.0,-4175523.5,1,516074.16,-4175677.2,1,516147.34,-4175769.5,1,516342.84,-4175862.0,1,516489.44,-4175954.2,1,516611.62,-4176016.0,1,516709.16,-4176169.8,1,516782.22,-4176323.2,1,516904.25,-4176446.5,1,517050.75,-4176569.5,1,517197.25,-4176692.8,1,517319.4,-4176754.2,1,517465.97,-4176846.8,1,517661.38,-4176970.0,1,517807.9,-4177062.5,1,518003.3,-4177185.5,1,518198.7,-4177308.8,1,518418.53,-4177432.2,1,518589.5,-4177524.8,1,518760.4,-4177647.8,1,518931.47,-4177709.8,1,519053.6,-4177771.2,1,519175.72,-4177833.0
çëìπ121çÜ,0,511192.3,-4167996.5,1,511143.1,-4168180.5,1,511142.75,-4168426.2,1,511167.0,-4168610.5,1,511215.62,-4168853.0,1,511264.3,-4169068.0,1,511288.53,-4169252.2,1,511361.75,-4169406.0,1,511483.94,-4169559.8
çëìπ121çÜ,0,519175.72,-4177833.0,1,519468.75,-4178018.0,1,519664.16,-4178110.5,1,519908.34,-4178264.5,1,520225.88,-4178419.0,1,520396.8,-4178511.5,1,520616.56,-4178634.8,1,520811.97,-4178727.5,1,520982.9,-4178820.0,1,521178.28,-4178912.5,1,521346.84,-4178974.5,1,521444.56,-4179005.2,1,521566.75,-4179036.2,1,521713.38,-4179067.5,1,521859.9,-4179129.2,1,521933.1,-4179190.8,1,522055.2,-4179252.5,1,522152.9,-4179283.5,1,522226.25,-4179283.8,1,522299.53,-4179314.8,1,522348.28,-4179376.2,1,522470.34,-4179438.0
