# label, type1, x1, y1, type2, x2, y2, ...
11_2_âúâHê¸_ìåì˙ñ{ó∑ãqìSìπ,0,528823.94,-4415378.0,1,528884.6,-4415063.0,1,528923.3,-4414859.0,1,528926.7,-4414838.5,1,528928.6,-4414809.5,1,528929.2,-4414799.5,1,528928.8,-4414772.5,1,528926.1,-4414736.0,1,528910.44,-4414584.0,1,528903.7,-4414523.5,1,528899.1,-4414482.5,1,528894.94,-4414442.5,1,528892.6,-4414418.5,1,528863.8,-4414147.5,1,528817.75,-4413700.0,1,528796.94,-4413489.0,1,528782.25,-4413340.0,1,528764.2,-4413157.5,1,528684.7,-4412348.5,1,528664.0,-4412146.0,1,528647.4,-4411975.5,1,528641.7,-4411907.5,1,528611.7,-4411609.5,1,528604.06,-4411527.5
11_2_âúâHê¸_ìåì˙ñ{ó∑ãqìSìπ,0,528823.94,-4415378.0,1,528884.6,-4415063.0,1,528923.3,-4414859.0,1,528926.7,-4414838.5,1,528928.6,-4414809.5,1,528929.2,-4414799.5,1,528928.8,-4414772.5,1,528926.1,-4414736.0,1,528910.44,-4414584.0,1,528903.7,-4414523.5,1,528899.1,-4414482.5,1,528894.94,-4414442.5,1,528892.6,-4414418.5,1,528863.8,-4414147.5,1,528817.75,-4413700.0,1,528796.94,-4413489.0,1,528782.25,-4413340.0,1,528764.2,-4413157.5,1,528684.7,-4412348.5,1,528664.0,-4412146.0,1,528647.4,-4411975.5,1,528641.7,-4411907.5,1,528611.7,-4411609.5,1,528604.06,-4411527.5
