# label, type1, x1, y1, type2, x2, y2, ...
ï ï{àÍÇÃã{ê¸,0,-274666.94,-3709068.0,1,-274662.06,-3709129.8,1,-274683.34,-3709193.5,1,-274652.3,-3709253.0
çëìπ10çÜ,0,-270030.38,-3713513.8,1,-270207.8,-3713930.8
çëìπ10çÜ,0,-269153.78,-3707273.0,1,-269080.22,-3707205.2
ï ï{í‚é‘èÍê¸,0,-269525.03,-3708573.5,1,-269890.75,-3708571.0,1,-270041.3,-3708629.2
ï ï{èØì‡ê¸,0,-273122.84,-3709970.8,1,-273065.7,-3710028.5,1,-273039.56,-3710026.5,1,-273044.44,-3709964.8,1,-273020.72,-3709931.8,1,-272942.3,-3709925.8
ï ï{èØì‡ê¸,0,-276018.62,-3705947.8,1,-276023.5,-3705886.0,1,-275971.22,-3705882.0,1,-275978.53,-3705789.5,1,-275852.66,-3705717.5,1,-275985.84,-3705697.0,1,-276109.28,-3705799.8,1,-276061.84,-3705734.0,1,-276043.03,-3705639.2,1,-276097.75,-3705612.5
ï ï{èØì‡ê¸,0,-269813.03,-3708254.8,1,-269496.97,-3708261.2
ï ï{èØì‡ê¸,0,-272306.53,-3709317.8,1,-272230.56,-3709280.8
çëìπ10çÜ,0,-269881.1,-3716076.5,1,-269790.6,-3716224.5,1,-269718.94,-3716467.0
çëìπ10çÜ,0,-269730.7,-3712311.8,1,-269672.25,-3711717.8,1,-269677.12,-3711656.0
çëìπ10çÜ,0,-269654.2,-3709607.2,1,-269635.8,-3709171.5,1,-269557.94,-3708824.2
ï ï{àÍÇÃã{ê¸,0,-276100.2,-3707908.5,1,-275993.2,-3707931.0,1,-275807.75,-3707947.5,1,-275703.16,-3707939.5,1,-275622.28,-3707964.0
ï ï{èØì‡ê¸,0,-274048.03,-3709578.0,1,-274014.56,-3709668.5,1,-273952.56,-3709787.5,1,-274023.66,-3709886.2,1,-274071.06,-3709952.0,1,-274170.72,-3710021.8,1,-274103.84,-3710202.8,1,-274030.3,-3710135.0,1,-273954.3,-3710098.0,1,-273883.22,-3709999.2
çëìπ500çÜ,0,-278615.38,-3715645.0,1,-278864.34,-3715819.8,1,-278947.66,-3715764.5,1,-279054.62,-3715741.8,1,-279059.53,-3715680.2
çëìπ500çÜ,0,-279059.53,-3715680.2,1,-279088.1,-3715651.5,1,-279216.28,-3715692.5
ï ï{èØì‡ê¸,0,-274652.3,-3709253.0,1,-274535.56,-3709399.0,1,-274449.84,-3709485.2,1,-274418.8,-3709545.0,1,-274390.25,-3709573.8
ï ï{àÍÇÃã{ê¸,0,-273883.22,-3709999.2,1,-273818.78,-3710149.5
çëìπ10çÜ,0,-270224.22,-3714056.0,1,-270290.44,-3714216.5,1,-270278.3,-3714370.5
ï ï{èØì‡ê¸,0,-275622.28,-3707964.0,1,-275591.28,-3708023.8,1,-275486.7,-3708015.5,1,-275427.1,-3708103.8,1,-275372.38,-3708130.5,1,-275343.78,-3708159.5,1,-275343.78,-3708159.5,1,-275500.66,-3708171.8,1,-275512.16,-3708358.8,1,-275343.1,-3708500.5
ï ï{èØì‡ê¸,0,-276450.25,-3706477.8,1,-276374.25,-3706440.8,1,-276431.44,-3706383.2,1,-276386.44,-3706286.8,1,-276308.0,-3706280.5,1,-276253.28,-3706307.2,1,-276263.03,-3706184.0
ï ï{ùpä‘ê¸,0,-268850.72,-3706443.0,1,-268812.5,-3706595.0,1,-268859.94,-3706660.8,1,-268857.53,-3706691.5,1,-268807.66,-3706656.8,1,-268776.7,-3706716.2,1,-268821.72,-3706813.0,1,-268923.84,-3706851.8,1,-268945.16,-3706915.5,1,-269021.16,-3706952.5
ã„èBâ°ífé©ìÆé‘ìπ,0,-269988.38,-3705352.8,1,-270154.44,-3705582.8,1,-270301.62,-3705718.2
ï ï{èØì‡ê¸,0,-270366.78,-3708235.8,1,-270233.66,-3708256.5
çëìπ10çÜ,0,-269338.72,-3707597.5,1,-269201.25,-3707338.8,1,-269153.78,-3707273.0
ï ï{èØì‡ê¸,0,-274669.38,-3709037.2,1,-274666.94,-3709068.0
ã„èBâ°ífé©ìÆé‘ìπ,0,-273381.12,-3710363.2,1,-273406.6,-3710706.5,1,-273534.2,-3711088.8,1,-273737.7,-3711508.0,1,-273993.47,-3711931.2,1,-274063.84,-3712371.0,1,-274006.03,-3712769.8,1,-273922.06,-3713166.5,1,-273788.28,-3713528.2,1,-273519.0,-3713941.5,1,-273359.1,-3714301.2,1,-273311.03,-3714576.8,1,-273331.6,-3714981.5
ï ï{èØì‡ê¸,0,-275343.1,-3708500.5,1,-275247.6,-3708710.2,1,-275140.6,-3708733.0
ï ï{èØì‡ê¸,0,-276010.28,-3707715.2,1,-275947.7,-3707741.5,1,-275913.16,-3707779.0,1,-275988.16,-3707828.2,1,-275899.22,-3707855.5,1,-275814.47,-3707796.0,1,-275761.3,-3707869.5,1,-275660.66,-3707911.2,1,-275622.28,-3707964.0
