# label, type1, x1, y1, type2, x2, y2, ...
çëìπ9çÜ,0,-78601.15,-3934645.0,1,-78839.45,-3934505.8
çëìπ431çÜ,0,-79261.13,-3936664.2,1,-80008.48,-3936928.2,1,-80730.625,-3937187.8,1,-81505.29,-3937422.8,1,-82225.195,-3937716.2,1,-82773.45,-3937906.0
çëìπ9çÜ,0,-78333.516,-3934844.2,1,-78601.15,-3934645.0
çëìπ9çÜ,0,-78040.516,-3935041.8,1,-78147.96,-3934956.0,1,-78333.516,-3934844.2
çëìπ9çÜ,0,-77565.35,-3936092.8,1,-77694.2,-3936070.0,1,-77774.27,-3936013.2,1,-77834.91,-3935862.8,1,-77899.49,-3935650.8
çëìπ431çÜ,0,-77776.25,-3935982.5,1,-78018.14,-3936183.2,1,-78289.35,-3936324.2,1,-78689.41,-3936442.5,1,-79015.31,-3936525.0,1,-79261.13,-3936664.2
