# label, type1, x1, y1, type2, x2, y2, ...
12_4_ìåè„ñ{ê¸_ìåïêìSìπ,0,481667.4,-3962112.0,1,481507.47,-3962242.8,1,481429.06,-3962309.8,1,481368.3,-3962362.5,1,481277.53,-3962441.2,1,481189.7,-3962526.0,1,481146.1,-3962573.0,1,481088.5,-3962635.5,1,481037.53,-3962696.2,1,480976.66,-3962775.2,1,480832.22,-3962960.8,1,480718.0,-3963116.2,1,480710.16,-3963126.8,1,480686.75,-3963156.5,1,480528.25,-3963380.0,1,480406.0,-3963553.0,1,480359.47,-3963619.0
12_4_ìåè„ñ{ê¸_ìåïêìSìπ,0,481667.4,-3962112.0,1,481507.47,-3962242.8,1,481429.06,-3962309.8,1,481368.3,-3962362.5,1,481277.53,-3962441.2,1,481189.7,-3962526.0,1,481146.1,-3962573.0,1,481088.5,-3962635.5,1,481037.53,-3962696.2,1,480976.66,-3962775.2,1,480832.22,-3962960.8,1,480718.0,-3963116.2,1,480710.16,-3963126.8,1,480686.75,-3963156.5,1,480528.25,-3963380.0,1,480406.0,-3963553.0,1,480359.47,-3963619.0
