# label, type1, x1, y1, type2, x2, y2, ...
êÏè„ç≤ãvê¸,0,388467.22,-3986769.0,1,388465.66,-3986646.2,1,388439.44,-3986554.2,1,388438.28,-3986462.2,1,388638.06,-3986429.0
êÏè„ç≤ãvê¸,0,388638.06,-3986429.0,1,388938.34,-3986425.2
êÏè„ç≤ãvê¸,0,392457.16,-3983586.8,1,391877.5,-3984284.8,1,391680.2,-3984321.0,1,391546.12,-3984411.8,1,391510.16,-3984538.0,1,391354.7,-3984718.2,1,391316.0,-3984826.0,1,391108.25,-3985028.2,1,390963.94,-3985097.8,1,390808.66,-3985090.2,1,390724.4,-3985159.0,1,390710.56,-3985251.2,1,390546.53,-3985345.5,1,390396.25,-3985338.0,1,390346.6,-3985369.5,1,390181.34,-3985365.5,1,390057.5,-3985468.2,1,389937.5,-3985479.0,1,389813.75,-3985591.0,1,389416.25,-3985626.8,1,389164.78,-3985927.8,1,389047.3,-3985941.8,1,388949.25,-3986102.5,1,388965.8,-3986225.2,1,388991.97,-3986314.0,1,388938.34,-3986425.2
