# label, type1, x1, y1, type2, x2, y2, ...
çëìπ354çÜ,0,547765.2,-3989972.5,1,547490.5,-3989909.5,1,547141.56,-3989692.8,1,546791.3,-3989721.5
çëìπ354çÜ,0,546791.3,-3989721.5,1,546441.06,-3989750.2,1,546215.7,-3989810.5,1,546015.75,-3989778.8,1,545790.25,-3989869.8,1,545489.7,-3989960.2
çëìπ354çÜ,0,548414.5,-3990129.5,1,548064.94,-3990035.5,1,547765.2,-3989972.5
çëìπ354çÜ,0,559069.0,-3989519.2,1,558823.06,-3989272.0,1,558624.25,-3989086.5,1,558349.94,-3988961.8,1,558074.25,-3989052.2,1,557748.1,-3989203.5,1,557547.0,-3989355.8,1,557197.3,-3989292.0,1,556947.44,-3989259.8,1,556745.94,-3989473.2
çëìπ354çÜ,0,556745.94,-3989473.2,1,556444.5,-3989686.2,1,556068.4,-3989837.5,1,555793.1,-3989866.2,1,555418.0,-3989864.0,1,555139.1,-3989678.0,1,554953.9,-3989704.5,1,554893.9,-3989707.2,1,554543.94,-3989674.2,1,554293.9,-3989672.8,1,553993.75,-3989670.8,1,553718.7,-3989669.2,1,553518.8,-3989637.2,1,553244.5,-3989512.8,1,552945.0,-3989418.8,1,552720.44,-3989325.2,1,552646.56,-3989140.8,1,552497.25,-3989017.0,1,552096.56,-3989106.8,1,551947.06,-3989013.8,1,551621.94,-3989011.8,1,551397.2,-3988949.0,1,551196.6,-3989040.0,1,550996.2,-3989100.2,1,550870.44,-3989222.2,1,550594.94,-3989282.0,1,550368.8,-3989465.0,1,550167.9,-3989617.2,1,549917.1,-3989738.8,1,549691.9,-3989768.2,1,549290.75,-3989950.2,1,548939.8,-3990101.8,1,548689.56,-3990131.0,1,548414.5,-3990129.5
